,Name,total_area
478,"Ventral auditory area, layer 4",2046223.4
479,"Ventral auditory area, layer 5",6034515.4
480,"Ventral auditory area, layer 6a",2771829.1
481,"Ventral auditory area, layer 6b",484996.1
482,Ventral group of the dorsal thalamus,50835884.6
483,Ventral medial nucleus of the thalamus,9203697.1
484,Ventral part of the lateral geniculate complex,5485742.2
485,Ventral posterior complex of the thalamus,27250124.7
486,Ventral posterolateral nucleus of the thalamus,118290689
487,"Ventral posterolateral nucleus of the thalamus, parvicellular part",1079225.3
488,Ventral posteromedial nucleus of the thalamus,14813789.3
489,"Ventral posteromedial nucleus of the thalamus, parvicellular part",2577118.85
490,Ventral premammillary nucleus,4150724.1
491,Ventral tegmental area,4601954
492,Ventrolateral preoptic nucleus,892040.5
493,Ventromedial hypothalamic nucleus,6143997.8
494,Ventromedial preoptic nucleus,662354
495,Visceral area,22129652.67
496,"Visceral area, layer 1",3278440.52
497,"Visceral area, layer 2/3",5167847.5
498,"Visceral area, layer 4",1755558.9
499,"Visceral area, layer 5",6608890.8
500,"Visceral area, layer 6a",4863004.25
501,"Visceral area, layer 6b",455910.05
502,Visual areas,65600986.3
503,Xiphoid thalamic nucleus,1298889.9
504,Zona incerta,23178949.4
505,alveus,15530427
506,amygdalar capsule,1737816.3
507,"anterior commissure, olfactory limb",4176239.6
508,"anterior commissure, temporal limb",3076219.2
509,auditory radiation,3753750.5
510,brachium of the superior colliculus,2693834.3
511,cerebal peduncle,9270470.8
512,cerebral aqueduct,56395.77
513,cerebral nuclei related,1022334.3
514,cerebrum related,130312275.5
515,cervicothalamic tract,3256868.6
516,choroid plexus,10413389.4
517,cingulum bundle,15187469.8
518,columns of the fornix,3359279.8
519,commissural branch of stria terminalis,409880.9
520,corpus callosum,84973432.1
521,"corpus callosum, anterior forceps",225366786.2
522,"corpus callosum, body",38352523.1
523,"corpus callosum, extreme capsule",960341.075
524,"corpus callosum, posterior forceps",16507685.2
525,"corpus callosum, splenium",7065092.1
526,corticospinal tract,140345051.7
527,cranial nerves,26287126.6
528,doral tegmental decussation,6581.59
529,dorsal fornix,521277.58
530,dorsal hippocampal commissure,7856347.8
531,dorsal roots,3256868.6
532,epithalamus related,6471166.6
533,external capsule,7546554.9
534,external medullary lamina of the thalamus,1083120.3
535,extrapyramidal fiber systems,1438217.3
536,fasciculus retroflexus,2019131.47
537,fiber tracts,378612546.2
538,fimbria,18055919.7
539,fornix system,46199671.4
540,genu of corpus callosum,13874653.5
541,habenular commissure,377618.1
542,hippocampal commissures,8709100
543,hypothalamus related,9854971.03
544,internal capsule,21595465
545,lateral forebrain bundle system,248358867.1
546,"lateral olfactory tract, body",3677290.6
547,"lateral olfactory tract, general",3677290.6
548,lateral ventricle,41403054.87
549,mammillary peduncle,292237.39
550,mammillary related,2352555.3
551,mammillotegmental tract,326528.2
552,mammillothalamic tract,1189955
553,medial corticohypothalamic tract,23688
554,medial forebrain bundle,906860.7
555,medial forebrain bundle system,81027523.7
556,medial lemniscus,3256868.6
557,medial longitudinal fascicle,27977.1
558,nigrostriatal tract,1022334.3
559,oculomotor nerve,1343217.8
560,olfactory nerve,7853532.9
561,optic chiasm,4228836.5
562,optic nerve,13534640.7
563,optic radiation,16468377.64
564,optic tract,5537135.19
565,postcommissural fornix,3382967.8
566,posterior commissure,1315240.7
567,posteromedial visual area,12238594.4
568,"posteromedial visual area, layer 1",2077653.5
569,"posteromedial visual area, layer 2/3",3193115.9
570,"posteromedial visual area, layer 4",1173701.5
571,"posteromedial visual area, layer 5",3423335.9
572,"posteromedial visual area, layer 6a",1992210.9
573,"posteromedial visual area, layer 6b",378576.9
574,principal mammillary tract,543834.9
575,root,3246168633.4
576,rubrospinal tract,409301.5
577,stria medullaris,4074416.7
578,stria terminalis,3987994.3
579,subependymal zone,1849539.56
580,superior colliculus commissure,336163
581,supra-callosal cerebral white matter,120605106.2
582,supraoptic commissures,124388.4
583,tectospinal pathway,6581.59
584,thalamus related,21305175
585,third ventricle,14214812.6
586,ventral hippocampal commissure,852752.2
587,ventral tegmental decussation,207181.7
588,ventricular systems,55675197.9
