,Name,total_area
296,"Primary auditory area, layer 1",2065698.6
297,"Primary auditory area, layer 2/3",2650602.2
298,"Primary auditory area, layer 4",1304472.0
299,"Primary auditory area, layer 5",4025060.6
300,"Primary auditory area, layer 6a",1722679.9
301,"Primary auditory area, layer 6b",308388.4
302,Primary motor area,46424772.7
303,"Primary motor area, Layer 1",4421297.9
304,"Primary motor area, Layer 2/3",13186471.6
305,"Primary motor area, Layer 5",12657172.6
306,"Primary motor area, Layer 6a",15007573.31
307,"Primary motor area, Layer 6b",1152258.3
308,Primary somatosensory area,172961089.0
309,"Primary somatosensory area, barrel field",45036951.8
310,"Primary somatosensory area, barrel field, layer 1",5939295.21
311,"Primary somatosensory area, barrel field, layer 2/3",10770162.78
312,"Primary somatosensory area, barrel field, layer 4",9168409.09
313,"Primary somatosensory area, barrel field, layer 5",8661592.6
314,"Primary somatosensory area, barrel field, layer 6a",9422184.8
315,"Primary somatosensory area, barrel field, layer 6b",1075308.26
316,"Primary somatosensory area, lower limb",16435496.6
317,"Primary somatosensory area, lower limb, layer 1",2201747.0
318,"Primary somatosensory area, lower limb, layer 2/3",4628819.6
319,"Primary somatosensory area, lower limb, layer 4",1914413.76
320,"Primary somatosensory area, lower limb, layer 5",3772716.9
321,"Primary somatosensory area, lower limb, layer 6a",3570349.1
322,"Primary somatosensory area, lower limb, layer 6b",347451.47
323,"Primary somatosensory area, mouth",40399086.9
324,"Primary somatosensory area, mouth, layer 1",4141316.0
325,"Primary somatosensory area, mouth, layer 2/3",8367037.899999999
326,"Primary somatosensory area, mouth, layer 4",6127100.9
327,"Primary somatosensory area, mouth, layer 5",8281836.2
328,"Primary somatosensory area, mouth, layer 6a",12585383.0
329,"Primary somatosensory area, mouth, layer 6b",896414.1
330,"Primary somatosensory area, nose",22058570.97
331,"Primary somatosensory area, nose, layer 1",3076175.9
332,"Primary somatosensory area, nose, layer 2/3",4834315.2
333,"Primary somatosensory area, nose, layer 4",4042279.9
334,"Primary somatosensory area, nose, layer 5",4101617.1999999997
335,"Primary somatosensory area, nose, layer 6a",5642951.73
336,"Primary somatosensory area, nose, layer 6b",361269.14
337,"Primary somatosensory area, trunk",10991288.1
338,"Primary somatosensory area, trunk, layer 1",1522126.5
339,"Primary somatosensory area, trunk, layer 2/3",3243818.9
340,"Primary somatosensory area, trunk, layer 4",1209170.2
341,"Primary somatosensory area, trunk, layer 5",2825354.48
342,"Primary somatosensory area, trunk, layer 6a",1914911.6199999999
