,Name,total_area
334,"Primary somatosensory area, trunk, layer 2/3",6637733.2
335,"Primary somatosensory area, trunk, layer 4",2414041.1
336,"Primary somatosensory area, trunk, layer 5",5585462.2
337,"Primary somatosensory area, trunk, layer 6a",3702891.8
338,"Primary somatosensory area, trunk, layer 6b",535342.3
339,"Primary somatosensory area, unassigned",19821001.21
340,"Primary somatosensory area, unassigned, layer 1",2615048.61
341,"Primary somatosensory area, unassigned, layer 2/3",5221151.6
342,"Primary somatosensory area, unassigned, layer 4",2945182.54
343,"Primary somatosensory area, unassigned, layer 5",4047591.8
344,"Primary somatosensory area, unassigned, layer 6a",4608337.71
345,"Primary somatosensory area, unassigned, layer 6b",383689.6
346,"Primary somatosensory area, upper limb",59563467.46
347,"Primary somatosensory area, upper limb, layer 1",7258960.1
348,"Primary somatosensory area, upper limb, layer 2/3",15455634.0
349,"Primary somatosensory area, upper limb, layer 4",8276096.7
350,"Primary somatosensory area, upper limb, layer 5",12508931.0
351,"Primary somatosensory area, upper limb, layer 6a",14903325.5
352,"Primary somatosensory area, upper limb, layer 6b",1160520.86
353,Primary visual area,21274672.9
354,"Primary visual area, layer 1",3494586.3
355,"Primary visual area, layer 2/3",5622990.5
356,"Primary visual area, layer 4",3093373.5
357,"Primary visual area, layer 5",4933646.7
358,"Primary visual area, layer 6a",3426348.8
359,"Primary visual area, layer 6b",703727.03
360,Prosubiculum,2486478.8
361,Red nucleus,700277.3
362,Reticular nucleus of the thalamus,22660055.1
363,Retrochiasmatic area,2510276.1
364,Retrohippocampal region,28366431.41
365,Retroparafascicular nucleus,1058448.8
366,Retrosplenial area,108668438.2
367,"Retrosplenial area, dorsal part",37230581.2
368,"Retrosplenial area, dorsal part, layer 1",7349411.1
369,"Retrosplenial area, dorsal part, layer 2/3",10060166.8
370,"Retrosplenial area, dorsal part, layer 5",11763302.0
371,"Retrosplenial area, dorsal part, layer 6a",7646544.7
372,"Retrosplenial area, dorsal part, layer 6b",411154.0
373,"Retrosplenial area, lateral agranular part",21539533.8
