,Name,total_area
0,Accessory supraoptic group,52771.399999999994
1,Agranular insular area,27819730.7
2,"Agranular insular area, dorsal part",5916556.4
3,"Agranular insular area, dorsal part, layer 1",381334.2
4,"Agranular insular area, dorsal part, layer 2/3",1176923.26
5,"Agranular insular area, dorsal part, layer 5",2179551.1
6,"Agranular insular area, dorsal part, layer 6a",2017847.5
7,"Agranular insular area, dorsal part, layer 6b",160900.0
8,"Agranular insular area, posterior part",18369596.5
9,"Agranular insular area, posterior part, layer 1",3174013.6
10,"Agranular insular area, posterior part, layer 2/3",6050876.5
11,"Agranular insular area, posterior part, layer 5",5686152.1
12,"Agranular insular area, posterior part, layer 6a",3300464.6
13,"Agranular insular area, posterior part, layer 6b",158089.03
14,"Agranular insular area, ventral part",3534409.38
15,"Agranular insular area, ventral part, layer 1",347929.6
16,"Agranular insular area, ventral part, layer 2/3",1141619.5
17,"Agranular insular area, ventral part, layer 5",1256112.06
18,"Agranular insular area, ventral part, layer 6a",788748.08
19,Ammon's horn,105581759.8
20,Anterior amygdalar area,3391132.2
21,Anterior area,11390899.54
22,"Anterior area, layer 1",1890931.2
23,"Anterior area, layer 2/3",3394298.51
24,"Anterior area, layer 4",1227214.5
25,"Anterior area, layer 5",2799098.3
26,"Anterior area, layer 6a",1763261.5
27,"Anterior area, layer 6b",316095.57
28,Anterior cingulate area,29507415.4
29,"Anterior cingulate area, dorsal part",13832808.6
30,"Anterior cingulate area, dorsal part, layer 1",2544396.9
31,"Anterior cingulate area, dorsal part, layer 2/3",2407567.6
32,"Anterior cingulate area, dorsal part, layer 5",4979905.44
33,"Anterior cingulate area, dorsal part, layer 6a",3733949.68
34,"Anterior cingulate area, dorsal part, layer 6b",166984.39
35,"Anterior cingulate area, ventral part",15674599.5
36,"Anterior cingulate area, ventral part, 6a",2528083.7
37,"Anterior cingulate area, ventral part, 6b",470207.0
38,"Anterior cingulate area, ventral part, layer 1",2878213.5
39,"Anterior cingulate area, ventral part, layer 2/3",3219000.8
40,"Anterior cingulate area, ventral part, layer 5",6579112.6
41,Anterior group of the dorsal thalamus,18693394.0
42,Anterior hypothalamic nucleus,6467047.6
43,Anterior pretectal nucleus,10258468.0
44,Anterodorsal nucleus,1477155.2
45,Anterodorsal preoptic nucleus,735172.2
46,Anterolateral visual area,5502193.2
47,"Anterolateral visual area, layer 1",807210.1
48,"Anterolateral visual area, layer 2/3",1419770.5
49,"Anterolateral visual area, layer 4",764411.3
50,"Anterolateral visual area, layer 5",1498414.9
51,"Anterolateral visual area, layer 6a",844772.0
52,"Anterolateral visual area, layer 6b",167615.6
53,Anteromedial nucleus,3736289.35
54,"Anteromedial nucleus, dorsal part",2224173.2
55,"Anteromedial nucleus, ventral part",1512116.05
56,Anteromedial visual area,6237074.7
57,"Anteromedial visual area, layer 1",1054078.0
58,"Anteromedial visual area, layer 2/3",1611257.17
59,"Anteromedial visual area, layer 4",470455.06
60,"Anteromedial visual area, layer 5",1803966.28
61,"Anteromedial visual area, layer 6a",1106558.2
62,"Anteromedial visual area, layer 6b",190759.6
63,Anteroventral nucleus of thalamus,3853303.9
64,Anteroventral periventricular nucleus,1370823.5
65,Anteroventral preoptic nucleus,689851.7
66,Arcuate hypothalamic nucleus,2517425.9
67,Auditory areas,41891739.6
68,Basic cell groups and regions,1658376544.7
69,Basolateral amygdalar nucleus,14724836.87
70,"Basolateral amygdalar nucleus, anterior part",6021733.07
71,"Basolateral amygdalar nucleus, posterior part",5329229.01
72,"Basolateral amygdalar nucleus, ventral part",3373874.6999999997
73,Basomedial amygdalar nucleus,11255144.5
74,"Basomedial amygdalar nucleus, anterior part",5686176.1
75,"Basomedial amygdalar nucleus, posterior part",5568968.9
76,Bed nuclei of the stria terminalis,11219597.4
77,Bed nucleus of the accessory olfactory tract,174458.4
78,Bed nucleus of the anterior commissure,84590.6
79,Brain stem,353360315.45
80,Caudoputamen,194279793.7
81,Central amygdalar nucleus,10146621.4
82,"Central amygdalar nucleus, capsular part",2369357.4
83,"Central amygdalar nucleus, lateral part",2030990.0
84,"Central amygdalar nucleus, medial part",5746273.23
85,Central lateral nucleus of the thalamus,2912935.9
86,Central medial nucleus of the thalamus,1972496.0
87,Cerebral cortex,920420145.7
88,Cerebral nuclei,392303629.4
89,Cerebrum,1312722411.7
90,Claustrum,2914325.1
91,Cortical amygdalar area,19890358.5
92,"Cortical amygdalar area, anterior part",5530723.9
93,"Cortical amygdalar area, posterior part",14359580.4
94,"Cortical amygdalar area, posterior part, lateral zone",7641700.1
95,"Cortical amygdalar area, posterior part, medial zone",6717880.1
96,Cortical plate,858148477.8
97,Cortical subplate,62272563.4
98,Dentate gyrus,33218300.6
99,"Dentate gyrus, granule cell layer",8588035.7
100,"Dentate gyrus, molecular layer",21736443.5
101,"Dentate gyrus, polymorph layer",2893820.6
102,Diagonal band nucleus,5426697.3
103,Dorsal auditory area,9767966.4
104,"Dorsal auditory area, layer 1",1563388.8
105,"Dorsal auditory area, layer 2/3",2631160.3
106,"Dorsal auditory area, layer 4",1059236.0
107,"Dorsal auditory area, layer 5",2764622.2
108,"Dorsal auditory area, layer 6a",1505628.9
109,"Dorsal auditory area, layer 6b",243932.4
110,Dorsal part of the lateral geniculate complex,5915120.08
111,"Dorsal part of the lateral geniculate complex, core",3444377.56
112,"Dorsal part of the lateral geniculate complex, ipsilateral zone",777711.9
