,Name,total_area
0,Accessory supraoptic group,65025.600000000006
1,Agranular insular area,28663113.7
2,"Agranular insular area, dorsal part",6497894.9
3,"Agranular insular area, dorsal part, layer 1",418965.1
4,"Agranular insular area, dorsal part, layer 2/3",1292915.8
5,"Agranular insular area, dorsal part, layer 5",2360696.9
6,"Agranular insular area, dorsal part, layer 6a",2231877.3
7,"Agranular insular area, dorsal part, layer 6b",193439.82
8,"Agranular insular area, posterior part",18368498.72
9,"Agranular insular area, posterior part, layer 1",3186994.82
10,"Agranular insular area, posterior part, layer 2/3",6057821.6
11,"Agranular insular area, posterior part, layer 5",5682749.7
12,"Agranular insular area, posterior part, layer 6a",3285058.4
13,"Agranular insular area, posterior part, layer 6b",155969.18
14,"Agranular insular area, ventral part",3797817.1
15,"Agranular insular area, ventral part, layer 1",385141.3
16,"Agranular insular area, ventral part, layer 2/3",1210439.5
17,"Agranular insular area, ventral part, layer 5",1342808.76
18,"Agranular insular area, ventral part, layer 6a",859427.2
19,Ammon's horn,97771653.0
20,Anterior amygdalar area,3466090.5
21,Anterior area,11505961.8
22,"Anterior area, layer 1",1943654.9
23,"Anterior area, layer 2/3",3395787.7
24,"Anterior area, layer 4",1221423.3
25,"Anterior area, layer 5",2837714.2
26,"Anterior area, layer 6a",1787333.3
27,"Anterior area, layer 6b",320048.6
28,Anterior cingulate area,31396230.1
29,"Anterior cingulate area, dorsal part",15059675.200000001
30,"Anterior cingulate area, dorsal part, layer 1",2804610.37
31,"Anterior cingulate area, dorsal part, layer 2/3",2687368.3
32,"Anterior cingulate area, dorsal part, layer 5",5430620.46
33,"Anterior cingulate area, dorsal part, layer 6a",3960353.3
34,"Anterior cingulate area, dorsal part, layer 6b",176726.6
35,"Anterior cingulate area, ventral part",16336558.7
36,"Anterior cingulate area, ventral part, 6a",2636288.4
37,"Anterior cingulate area, ventral part, 6b",481882.0
38,"Anterior cingulate area, ventral part, layer 1",3029740.4
39,"Anterior cingulate area, ventral part, layer 2/3",3357853.0
40,"Anterior cingulate area, ventral part, layer 5",6830835.100000001
41,Anterior group of the dorsal thalamus,18118839.9
42,Anterior hypothalamic nucleus,6425580.5
43,Anterior pretectal nucleus,9405176.5
44,Anterodorsal nucleus,1375159.4
45,Anterodorsal preoptic nucleus,777013.2
46,Anterolateral visual area,5165099.8
47,"Anterolateral visual area, layer 1",766805.7
48,"Anterolateral visual area, layer 2/3",1358144.4
49,"Anterolateral visual area, layer 4",710881.0
50,"Anterolateral visual area, layer 5",1379270.1
51,"Anterolateral visual area, layer 6a",789432.2
52,"Anterolateral visual area, layer 6b",160566.3
53,Anteromedial nucleus,3658018.8000000003
54,"Anteromedial nucleus, dorsal part",2199307.5
55,"Anteromedial nucleus, ventral part",1458711.3
56,Anteromedial visual area,5820280.9
57,"Anteromedial visual area, layer 1",1046219.4
58,"Anteromedial visual area, layer 2/3",1533843.1
59,"Anteromedial visual area, layer 4",439450.4
60,"Anteromedial visual area, layer 5",1633368.3
61,"Anteromedial visual area, layer 6a",999584.0
62,"Anteromedial visual area, layer 6b",167815.7
63,Anteroventral nucleus of thalamus,3471146.6
64,Anteroventral periventricular nucleus,1590436.3
65,Anteroventral preoptic nucleus,630146.7
66,Arcuate hypothalamic nucleus,2762015.1
67,Auditory areas,38067121.3
68,Basic cell groups and regions,1646943973.9
69,Basolateral amygdalar nucleus,14361063.5
70,"Basolateral amygdalar nucleus, anterior part",5884554.0
71,"Basolateral amygdalar nucleus, posterior part",5267746.1
72,"Basolateral amygdalar nucleus, ventral part",3208763.4
73,Basomedial amygdalar nucleus,11310610.2
74,"Basomedial amygdalar nucleus, anterior part",5847885.1
75,"Basomedial amygdalar nucleus, posterior part",5462725.2
76,Bed nuclei of the stria terminalis,11849121.5
77,Bed nucleus of the accessory olfactory tract,185997.0
78,Bed nucleus of the anterior commissure,64756.5
79,Brain stem,356310961.31
80,Caudoputamen,196827605.4
81,Central amygdalar nucleus,10305012.7
82,"Central amygdalar nucleus, capsular part",2414096.0
83,"Central amygdalar nucleus, lateral part",2037003.4
84,"Central amygdalar nucleus, medial part",5853913.5
85,Central lateral nucleus of the thalamus,2808736.1
86,Central medial nucleus of the thalamus,2101961.7
87,Cerebral cortex,904242535.2
88,Cerebral nuclei,395531966.03000003
89,Cerebrum,1299772694.4
90,Claustrum,3039931.9
91,Cortical amygdalar area,20155266.5
92,"Cortical amygdalar area, anterior part",5716362.2
93,"Cortical amygdalar area, posterior part",14438904.1
94,"Cortical amygdalar area, posterior part, lateral zone",7551245.6
95,"Cortical amygdalar area, posterior part, medial zone",6887658.6
96,Cortical plate,842466716.7
97,Cortical subplate,61776015.8
98,Dentate gyrus,29271868.1
99,"Dentate gyrus, granule cell layer",7578045.0
100,"Dentate gyrus, molecular layer",19197558.4
