,Name,total_area
0,Accessory supraoptic group,64914.0
1,Agranular insular area,27974269.3
2,"Agranular insular area, dorsal part",7002264.6
3,"Agranular insular area, dorsal part, layer 1",453849.85
4,"Agranular insular area, dorsal part, layer 2/3",1423404.81
5,"Agranular insular area, dorsal part, layer 5",2609274.1
6,"Agranular insular area, dorsal part, layer 6a",2313886.3
7,"Agranular insular area, dorsal part, layer 6b",201849.4
8,"Agranular insular area, posterior part",16457942.3
9,"Agranular insular area, posterior part, layer 1",2892534.4
10,"Agranular insular area, posterior part, layer 2/3",5442507.2
11,"Agranular insular area, posterior part, layer 5",5075433.4
12,"Agranular insular area, posterior part, layer 6a",2907496.02
13,"Agranular insular area, posterior part, layer 6b",139970.58
14,"Agranular insular area, ventral part",4515607.0
15,"Agranular insular area, ventral part, layer 1",444947.1
16,"Agranular insular area, ventral part, layer 2/3",1467067.5999999999
17,"Agranular insular area, ventral part, layer 5",1630929.9
18,"Agranular insular area, ventral part, layer 6a",972662.0
19,Ammon's horn,110184180.8
20,Anterior amygdalar area,2851448.5
21,Anterior area,10588428.3
22,"Anterior area, layer 1",1810195.5
23,"Anterior area, layer 2/3",3146166.54
24,"Anterior area, layer 4",1132672.2
25,"Anterior area, layer 5",2572011.4
26,"Anterior area, layer 6a",1634840.3
27,"Anterior area, layer 6b",292542.2
28,Anterior cingulate area,25299131.3
29,"Anterior cingulate area, dorsal part",11586491.1
30,"Anterior cingulate area, dorsal part, layer 1",2103527.18
31,"Anterior cingulate area, dorsal part, layer 2/3",2035254.9
32,"Anterior cingulate area, dorsal part, layer 5",4144159.1
33,"Anterior cingulate area, dorsal part, layer 6a",3155053.4
34,"Anterior cingulate area, dorsal part, layer 6b",148492.1
35,"Anterior cingulate area, ventral part",13712637.9
36,"Anterior cingulate area, ventral part, 6a",2234274.87
37,"Anterior cingulate area, ventral part, 6b",402544.6
38,"Anterior cingulate area, ventral part, layer 1",2555648.2
39,"Anterior cingulate area, ventral part, layer 2/3",2837621.7
40,"Anterior cingulate area, ventral part, layer 5",5682549.5
41,Anterior group of the dorsal thalamus,17391833.1
42,Anterior hypothalamic nucleus,6118155.7
43,Anterior pretectal nucleus,9624065.4
44,Anterodorsal nucleus,1310568.5
45,Anterodorsal preoptic nucleus,676333.7
46,Anterolateral visual area,5525501.1
47,"Anterolateral visual area, layer 1",885099.7
48,"Anterolateral visual area, layer 2/3",1452820.9
49,"Anterolateral visual area, layer 4",771386.1
50,"Anterolateral visual area, layer 5",1490427.0
51,"Anterolateral visual area, layer 6a",771745.1
52,"Anterolateral visual area, layer 6b",154022.5
53,Anteromedial nucleus,3661257.6
54,"Anteromedial nucleus, dorsal part",2195047.6
55,"Anteromedial nucleus, ventral part",1466210.0
56,Anteromedial visual area,6040885.7
57,"Anteromedial visual area, layer 1",1023627.1
58,"Anteromedial visual area, layer 2/3",1570967.6
59,"Anteromedial visual area, layer 4",450431.1
60,"Anteromedial visual area, layer 5",1746220.3
61,"Anteromedial visual area, layer 6a",1068620.7
62,"Anteromedial visual area, layer 6b",181018.7
63,Anteroventral nucleus of thalamus,3311919.1
64,Anteroventral periventricular nucleus,1730092.65
65,Anteroventral preoptic nucleus,702302.4
66,Arcuate hypothalamic nucleus,2724920.6
67,Auditory areas,41894445.0
68,Basic cell groups and regions,1656332520.8
69,Basolateral amygdalar nucleus,13385727.1
70,"Basolateral amygdalar nucleus, anterior part",5379121.5
71,"Basolateral amygdalar nucleus, posterior part",4940719.3
72,"Basolateral amygdalar nucleus, ventral part",3065886.4
73,Basomedial amygdalar nucleus,10383544.6
74,"Basomedial amygdalar nucleus, anterior part",5334728.3
75,"Basomedial amygdalar nucleus, posterior part",5048816.3
76,Bed nuclei of the stria terminalis,11633967.4
77,Bed nucleus of the accessory olfactory tract,183774.09999999998
78,Bed nucleus of the anterior commissure,92043.5
79,Brain stem,370935055.1
80,Caudoputamen,181915403.2
81,Central amygdalar nucleus,9144517.2
82,"Central amygdalar nucleus, capsular part",2131169.2
83,"Central amygdalar nucleus, lateral part",1813237.0
84,"Central amygdalar nucleus, medial part",5200111.7
85,Central lateral nucleus of the thalamus,2742018.11
86,Central medial nucleus of the thalamus,1981849.9000000001
87,Cerebral cortex,914385085.7
88,Cerebral nuclei,378442523.7
89,Cerebrum,1292825754.3
90,Claustrum,3057530.7
91,Cortical amygdalar area,18994212.6
92,"Cortical amygdalar area, anterior part",5181613.1
93,"Cortical amygdalar area, posterior part",13812599.6
94,"Cortical amygdalar area, posterior part, lateral zone",7242350.4
95,"Cortical amygdalar area, posterior part, medial zone",6570249.7
96,Cortical plate,855996137.0
97,Cortical subplate,58388833.3
98,Dentate gyrus,35741311.5
99,"Dentate gyrus, granule cell layer",9171690.2
100,"Dentate gyrus, molecular layer",23408993.6
101,"Dentate gyrus, polymorph layer",3160627.6
102,Diagonal band nucleus,5032233.8
103,Dorsal auditory area,8823759.8
104,"Dorsal auditory area, layer 1",1400404.1
105,"Dorsal auditory area, layer 2/3",2416955.9
106,"Dorsal auditory area, layer 4",932451.6
107,"Dorsal auditory area, layer 5",2507455.5
108,"Dorsal auditory area, layer 6a",1337508.64
109,"Dorsal auditory area, layer 6b",228984.1
110,Dorsal part of the lateral geniculate complex,5343332.3
111,"Dorsal part of the lateral geniculate complex, core",3110705.46
112,"Dorsal part of the lateral geniculate complex, ipsilateral zone",708564.0
113,"Dorsal part of the lateral geniculate complex, shell",1522131.7
114,Dorsal premammillary nucleus,990288.9
115,Dorsal terminal nucleus of the accessory optic tract,80989.7
116,Dorsomedial nucleus of the hypothalamus,2652727.4
117,Ectorhinal area,9796424.5
118,Ectorhinal area/Layer 1,1346756.9
119,Ectorhinal area/Layer 2/3,2639750.2
120,Ectorhinal area/Layer 5,3089590.2
121,Ectorhinal area/Layer 6a,2388821.21
122,Ectorhinal area/Layer 6b,331625.1
123,Edinger-Westphal nucleus,109494.3
124,Endopiriform nucleus,17550956.0
125,"Endopiriform nucleus, dorsal part",11212791.7
126,"Endopiriform nucleus, ventral part",6338164.0
127,Entorhinal area,12409015.9
128,"Entorhinal area, lateral part",12409015.9
129,"Entorhinal area, lateral part, layer 1",1902153.8
130,"Entorhinal area, lateral part, layer 2",2794319.6
131,"Entorhinal area, lateral part, layer 3",2902120.8
132,"Entorhinal area, lateral part, layer 5",3281645.5
133,"Entorhinal area, lateral part, layer 6a",1528776.2
134,Epithalamus,5017348.8
135,Ethmoid nucleus of the thalamus,1778357.9
136,Fasciola cinerea,436706.2
137,Field CA1,62732932.2
138,Field CA2,3554458.6
139,Field CA3,43896790.7
140,Fields of Forel,1786511.2
141,Fundus of striatum,2543780.5
142,"Geniculate group, dorsal thalamus",9902403.8
143,"Geniculate group, ventral thalamus",3828229.7
144,"Globus pallidus, external segment",11209529.6
145,"Globus pallidus, internal segment",2971603.8
146,Gustatory areas,11523224.4
147,"Gustatory areas, layer 1",1097271.34
148,"Gustatory areas, layer 2/3",2263874.4
149,"Gustatory areas, layer 4",962174.6
150,"Gustatory areas, layer 5",3656272.3
151,"Gustatory areas, layer 6a",3259299.0
152,"Gustatory areas, layer 6b",284333.0
153,Hippocampal formation,171464483.2
154,Hippocampal region,147314860.7
155,Hippocampo-amygdalar transition area,493971.45
156,Hypothalamic lateral zone,41066322.8
157,Hypothalamic medial zone,30737333.2
158,Hypothalamus,119388148.5
159,Induseum griseum,952711.6
160,Interanterodorsal nucleus of the thalamus,956302.4
161,Interanteromedial nucleus of the thalamus,394460.0
162,Interbrain,272172899.6
163,Intercalated amygdalar nucleus,1206981.16
164,Interfascicular nucleus raphe,238964.2
165,Intergeniculate leaflet of the lateral geniculate complex,509355.3
166,Intermediate geniculate nucleus,160755.3
167,Intermediodorsal nucleus of the thalamus,1266345.9
168,Interpeduncular nucleus,575188.4
169,"Interpeduncular nucleus, caudal",1108.69
170,"Interpeduncular nucleus, dorsolateral",34773.9
171,"Interpeduncular nucleus, dorsomedial",302.40999999999997
172,"Interpeduncular nucleus, intermediate",24814.6
173,"Interpeduncular nucleus, lateral",43701.17999999999
174,"Interpeduncular nucleus, rostral",361956.4
175,"Interpeduncular nucleus, rostrolateral",108531.4
176,Interstitial nucleus of Cajal,580687.5
177,Intralaminar nuclei of the dorsal thalamus,11912673.8
178,Isocortex,576950143.7
179,Lateral amygdalar nucleus,5974946.4
180,Lateral dorsal nucleus of thalamus,7757324.7
181,Lateral group of the dorsal thalamus,22751253.0
182,Lateral habenula,2575643.2
183,Lateral hypothalamic area,14601105.799999999
184,Lateral mammillary nucleus,508709.9
185,Lateral posterior nucleus of the thalamus,8987571.9
186,Lateral preoptic area,4187942.0
187,Lateral septal complex,28403965.6
188,Lateral septal nucleus,24611402.7
189,"Lateral septal nucleus, caudal (caudodorsal) part",4291097.5
190,"Lateral septal nucleus, rostral (rostroventral) part",15474871.3
191,"Lateral septal nucleus, ventral part",4845480.8
192,Lateral terminal nucleus of the accessory optic tract,141850.2
193,Lateral visual area,3849655.2
194,"Lateral visual area, layer 1",523944.5
195,"Lateral visual area, layer 2/3",903295.9
196,"Lateral visual area, layer 4",564037.7000000001
197,"Lateral visual area, layer 5",1042790.8
198,"Lateral visual area, layer 6a",675858.5
199,"Lateral visual area, layer 6b",139727.6
200,Laterointermediate area,1353274.9
201,"Laterointermediate area, layer 1",187267.4
202,"Laterointermediate area, layer 2/3",283154.6
203,"Laterointermediate area, layer 4",150645.87
204,"Laterointermediate area, layer 5",416005.3
205,"Laterointermediate area, layer 6a",255792.0
206,"Laterointermediate area, layer 6b",60409.9
207,Magnocellular nucleus,2210642.6
208,Mammillary body,7178312.8
209,Medial accesory oculomotor nucleus,118209.6
210,Medial amygdalar nucleus,14353100.8
211,Medial geniculate complex,4559071.6
212,"Medial geniculate complex, dorsal part",1020523.1000000001
213,"Medial geniculate complex, medial part",1816685.7
214,"Medial geniculate complex, ventral part",1721862.7
215,Medial group of the dorsal thalamus,15329102.8
216,Medial habenula,2441705.4
217,Medial mammillary nucleus,3712454.0
218,"Medial mammillary nucleus, dorsal part",522537.01
219,"Medial mammillary nucleus, lateral part",1459096.3
220,"Medial mammillary nucleus, medial part",944149.41
221,"Medial mammillary nucleus, median part",572014.5
222,"Medial mammillary nucleus, posterior part",214751.7
223,Medial preoptic area,4924872.8
224,Medial preoptic nucleus,4872115.0
225,Medial pretectal area,302068.1
226,Medial septal complex,8166054.1
227,Medial septal nucleus,3133817.5869
228,Medial terminal nucleus of the accessory optic tract,310987.2
229,Median eminence,732816.2
230,Median preoptic nucleus,321988.01
231,Mediodorsal nucleus of thalamus,10632284.4
232,Midbrain,98737785.2
233,Midbrain raphe nuclei,1042130.8
234,Midbrain reticular nucleus,13195362.0
235,"Midbrain, behavioral state related",1952379.0
236,"Midbrain, motor related",67116642.0
237,"Midbrain, sensory related",6908349.5
238,Midline group of the dorsal thalamus,10792010.0
239,Nucleus accumbens,27513310.6
240,Nucleus of Darkschewitsch,669735.5
241,Nucleus of reuniens,3670786.6
242,Nucleus of the lateral olfactory tract,1966710.0
243,"Nucleus of the lateral olfactory tract, layer 3",353206.9
244,"Nucleus of the lateral olfactory tract, molecular layer",699652.4
245,"Nucleus of the lateral olfactory tract, pyramidal layer",913850.59
246,Nucleus of the optic tract,1545065.3
247,Nucleus of the posterior commissure,2161758.1
248,Olfactory areas,107583132.0
249,Olfactory tubercle,24109005.2
250,Olivary pretectal nucleus,417357.9
251,Pallidum,68665058.9
252,"Pallidum, caudal region",11726011.0
253,"Pallidum, dorsal region",14181133.5
254,"Pallidum, medial region",11793387.8
255,"Pallidum, ventral region",22689414.2
256,Paracentral nucleus,1811251.8
257,Parafascicular nucleus,3620531.6
258,Paranigral nucleus,54567.0
259,Parastrial nucleus,721350.2
260,Parasubthalamic nucleus,1126493.7
261,Parataenial nucleus,2410143.2
262,Paraventricular hypothalamic nucleus,1820720.8
