,Name,total_area
308,"Primary somatosensory area, mouth, layer 4",7400405.6
309,"Primary somatosensory area, mouth, layer 5",10019662.2
310,"Primary somatosensory area, mouth, layer 6a",16665617.71
311,"Primary somatosensory area, mouth, layer 6b",1261456.6
312,"Primary somatosensory area, nose",32930357.1
313,"Primary somatosensory area, nose, layer 1",4526960.8
314,"Primary somatosensory area, nose, layer 2/3",7097592.1
315,"Primary somatosensory area, nose, layer 4",6041278.4
316,"Primary somatosensory area, nose, layer 5",6224821.9
317,"Primary somatosensory area, nose, layer 6a",8510738.0
318,"Primary somatosensory area, nose, layer 6b",528966.1
319,"Primary somatosensory area, trunk",12893977.1
320,"Primary somatosensory area, trunk, layer 1",1952627.9
321,"Primary somatosensory area, trunk, layer 2/3",4006545.26
322,"Primary somatosensory area, trunk, layer 4",1351666.9
323,"Primary somatosensory area, trunk, layer 5",3164928.0
324,"Primary somatosensory area, trunk, layer 6a",2093785.8
325,"Primary somatosensory area, trunk, layer 6b",324423.75
326,"Primary somatosensory area, unassigned",13606677.15
327,"Primary somatosensory area, unassigned, layer 1",1924748.3
328,"Primary somatosensory area, unassigned, layer 2/3",3696899.9
329,"Primary somatosensory area, unassigned, layer 4",1996655.56
330,"Primary somatosensory area, unassigned, layer 5",2679849.4
331,"Primary somatosensory area, unassigned, layer 6a",3060964.9
332,"Primary somatosensory area, unassigned, layer 6b",247558.55
333,"Primary somatosensory area, upper limb",42941419.7
334,"Primary somatosensory area, upper limb, layer 1",5064168.6
335,"Primary somatosensory area, upper limb, layer 2/3",11090622.6
336,"Primary somatosensory area, upper limb, layer 4",6083638.2
337,"Primary somatosensory area, upper limb, layer 5",9148055.9
338,"Primary somatosensory area, upper limb, layer 6a",10753925.0
339,"Primary somatosensory area, upper limb, layer 6b",801010.0
340,Primary visual area,12012613.4
341,"Primary visual area, layer 1",2029551.3
342,"Primary visual area, layer 2/3",3184530.2
343,"Primary visual area, layer 4",1726247.7
344,"Primary visual area, layer 5",2745106.7
345,"Primary visual area, layer 6a",1927650.9
346,"Primary visual area, layer 6b",399526.0
347,Prosubiculum,1549333.7
348,Reticular nucleus of the thalamus,14130228.7
349,Retrochiasmatic area,1451084.1
350,Retrohippocampal region,18460725.3
351,Retroparafascicular nucleus,482041.1
352,Retrosplenial area,70182208.6
353,"Retrosplenial area, dorsal part",24201017.8
354,"Retrosplenial area, dorsal part, layer 1",4737616.7
355,"Retrosplenial area, dorsal part, layer 2/3",6554101.8
356,"Retrosplenial area, dorsal part, layer 5",7664749.2
357,"Retrosplenial area, dorsal part, layer 6a",4973296.2
358,"Retrosplenial area, dorsal part, layer 6b",271251.2
359,"Retrosplenial area, lateral agranular part",13949706.2
360,"Retrosplenial area, lateral agranular part, layer 1",2540014.6
361,"Retrosplenial area, lateral agranular part, layer 2/3",3828555.5
362,"Retrosplenial area, lateral agranular part, layer 5",4577486.8
363,"Retrosplenial area, lateral agranular part, layer 6a",2702626.4
364,"Retrosplenial area, lateral agranular part, layer 6b",301022.0
365,"Retrosplenial area, ventral part",32031482.3
366,"Retrosplenial area, ventral part, layer 1",6565714.4
367,"Retrosplenial area, ventral part, layer 2/3",7575460.3
368,"Retrosplenial area, ventral part, layer 5",12523385.0
