,Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Nucleus/Cell area ratio
0,JKAJ30.2b_2_Scan1.qptiff - resolution #1_Region 2.ome.tif,Positive,Positive,Arcuate hypothalamic nucleus,Polygon,1023.2,5259.8,46.25,27.7613,0.7541,9.7906,6.8204,0.7742,254.9305,47672.0,0.255,255.0,254.0,1.0,215.2888,40259.0,17.3599,250.0,175.0,75.0,99.25,38.4997,0.8414,12.7789,10.9113,0.4761,254.9089,0.2882,255.0,254.0,195.7646,24.5724,250.0,156.0,254.8894,0.3144,255.0,254.0,178.2115,14.9838,216.0,156.0,0.4755
1,JKAJ30.2b_2_Scan1.qptiff - resolution #1_Region 2.ome.tif,Positive,Positive,Arcuate hypothalamic nucleus,Polygon,1021.1,5270.1,35.0,22.692,0.8541,8.5815,5.2699,0.8043,254.8521,36189.0,0.3562,255.0,254.0,1.0,202.7606,28792.0,16.709,236.0,168.0,68.0,73.0,31.3588,0.9329,10.9412,8.5,0.5657,254.6475,0.8637,255.0,248.0,184.1186,23.4163,236.0,146.0,254.4575,1.118,255.0,248.0,166.817,13.2518,204.0,146.0,0.4907
2,JKAJ30.2b_2_Scan1.qptiff - resolution #1_Region 2.ome.tif,Positive,Positive,Arcuate hypothalamic nucleus,Polygon,1086.9,5396.3,55.75,27.9376,0.8976,10.3353,7.6614,0.6056,253.5175,57802.0,4.373,255.0,230.0,25.0,193.6886,44161.0,22.3053,241.0,154.0,87.0,115.0,39.0486,0.9478,13.7911,11.4137,0.4745,250.9527,10.1535,255.0,204.0,169.9914,28.6773,241.0,126.0,248.4852,13.1083,255.0,204.0,147.1941,8.5967,170.0,126.0,0.4858
3,JKAJ30.2b_2_Scan1.qptiff - resolution #1_Region 2.ome.tif,Positive,Positive,Arcuate hypothalamic nucleus,Polygon,1154.7,5531.6,46.0,28.2677,0.7234,9.9334,6.6892,0.7362,254.4332,47579.0,2.3371,255.0,233.0,22.0,179.2781,33525.0,20.6655,221.0,145.0,76.0,107.25,38.9715,0.8874,13.5142,10.3442,0.64,252.8,8.6567,255.0,197.0,158.7186,24.0226,221.0,122.0,251.5432,11.1804,255.0,197.0,142.8971,10.8072,175.0,122.0,0.4328
4,JKAJ30.2b_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Positive,Positive,Arcuate hypothalamic nucleus,Polygon,5620.6,718.65,39.5,24.2379,0.8449,8.5216,6.1573,0.6929,255.0,41565.0,0.0,255.0,255.0,0.0,235.4417,38377.0,19.0769,255.0,194.0,61.0,93.0,35.2567,0.9402,12.075,9.7816,0.5644,255.0,0.0,255.0,255.0,208.9812,28.2067,255.0,166.0,255.0,0.0,255.0,255.0,188.4429,12.8114,225.0,166.0,0.4252
5,JKAJ30.2b_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Positive,Positive,Arcuate hypothalamic nucleus,Polygon,5674.3,719.45,31.75,24.7891,0.6493,8.9041,5.9808,0.6723,254.9774,33912.0,0.149,255.0,254.0,1.0,217.5489,28934.0,21.4746,255.0,170.0,85.0,85.75,35.3708,0.8613,12.3333,9.0,0.651,254.9184,0.2742,255.0,254.0,187.4519,29.9897,255.0,148.0,254.881,0.3246,255.0,254.0,168.3905,15.4579,220.0,148.0,0.3832
6,JKAJ30.2b_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Positive,Positive,Arcuate hypothalamic nucleus,Polygon,5654.4,727.94,64.0,40.7693,0.4839,13.4485,9.5968,0.5829,254.8764,66013.0,0.3297,255.0,254.0,1.0,224.2587,58083.0,23.9529,255.0,170.0,85.0,146.5,50.1188,0.7329,17.4421,13.2453,0.5943,254.9113,0.2846,255.0,254.0,196.2287,30.9295,255.0,150.0,254.9388,0.24,255.0,254.0,174.0275,11.9993,207.0,150.0,0.4431
7,JKAJ30.2b_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Positive,Positive,Arcuate hypothalamic nucleus,Polygon,5218.6,769.26,59.5,37.1075,0.543,15.0435,6.5325,0.9183,254.8984,62705.0,0.3028,255.0,254.0,1.0,191.3211,47065.0,18.8664,235.0,146.0,89.0,136.25,47.8551,0.7476,18.664,9.847,0.8642,253.6685,4.9893,255.0,223.0,165.7711,28.0886,235.0,122.0,252.66,6.5601,255.0,223.0,144.82,12.9971,184.0,122.0,0.4448
8,JKAJ30.2b_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Positive,Positive,Arcuate hypothalamic nucleus,Polygon,5328.7,766.82,38.0,26.0559,0.7034,10.4505,5.1694,0.8988,254.5,39702.0,2.1508,255.0,239.0,16.0,200.4679,31273.0,23.7556,253.0,153.0,100.0,93.25,36.8301,0.8639,14.0347,8.5,0.793,249.4892,13.9285,255.0,190.0,163.914,35.9702,253.0,119.0,245.8704,17.3222,255.0,190.0,137.5139,12.4937,173.0,119.0,0.4072
9,JKAJ30.2b_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Positive,Positive,Arcuate hypothalamic nucleus,Polygon,5318.2,783.28,45.75,25.3334,0.8958,8.9975,6.4939,0.6654,254.6968,47883.0,1.2187,255.0,243.0,12.0,194.6968,36603.0,23.8583,240.0,151.0,89.0,99.75,36.3091,0.9508,12.7472,9.5,0.592,251.3794,10.9916,255.0,196.0,166.8869,32.1238,240.0,118.0,248.4095,14.4707,255.0,196.0,141.9905,11.507,169.0,118.0,0.4549
10,JKAJ30.2b_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Positive,Positive,Arcuate hypothalamic nucleus,Polygon,5001.4,784.23,31.0,22.7838,0.7504,9.2545,4.6102,0.8572,254.8295,32873.0,0.3776,255.0,254.0,1.0,205.4651,26505.0,22.8655,254.0,170.0,84.0,82.0,34.1457,0.8838,12.7316,8.3277,0.7643,254.8353,0.3714,255.0,254.0,180.8413,25.11,254.0,148.0,254.839,0.3684,255.0,254.0,165.3463,8.7454,188.0,148.0,0.3799
11,JKAJ30.2b_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Positive,Positive,Arcuate hypothalamic nucleus,Polygon,5342.3,819.53,55.25,29.2842,0.8096,11.1423,7.1412,0.78,254.3661,56978.0,3.3254,255.0,225.0,30.0,216.2366,48437.0,30.4968,255.0,152.0,103.0,115.5,40.2674,0.8951,14.6917,10.5,0.6973,248.6373,17.0224,255.0,180.0,179.1953,42.827,255.0,117.0,243.3347,22.1386,255.0,180.0,144.9091,14.9211,183.0,117.0,0.482
12,JKAJ30.2b_2_Scan1.qptiff - resolution #1_Region 3.ome.tif,Positive,Positive,Arcuate hypothalamic nucleus,Polygon,5515.9,823.42,38.5,26.3204,0.6984,10.1572,6.0272,0.8553,252.9937,39973.0,6.1979,255.0,217.0,38.0,191.8481,30312.0,33.5615,255.0,129.0,126.0,97.5,38.01,0.848,14.0988,9.6189,0.7646,248.9186,13.7103,255.0,195.0,160.0687,35.1477,255.0,115.0,246.1787,16.4429,255.0,195.0,138.7021,13.1668,171.0,115.0,0.3946
