,Event,I_Injected(pA),Event start ,Event end ,filename,Ramp_start,Ramp_end
0,1,25,1577.0,1578.79992675781,S1C1 13022023,1080.0,2080.0
1,1,25,1617.59997558593,1619.79992675781,S1C1 13022023,1080.0,2080.0
2,1,25,1682.40002441406,1684.79992675781,S1C1 13022023,1080.0,2080.0
3,1,25,1771.30004882812,1774.0,S1C1 13022023,1080.0,2080.0
4,1,25,1911.19995117187,1913.79992675781,S1C1 13022023,1080.0,2080.0
5,1,25,2002.5,2005.5,S1C1 13022023,1080.0,2080.0
6,2,35,1505.7001953125,1507.50012207031,S1C1 13022023,1080.0,2080.0
7,2,35,1554.30004882812,1556.50012207031,S1C1 13022023,1080.0,2080.0
8,2,35,1647.90002441406,1650.2001953125,S1C1 13022023,1080.0,2080.0
9,2,35,1737.60009765625,1740.39965820312,S1C1 13022023,1080.0,2080.0
10,2,35,1821.0,1823.89965820312,S1C1 13022023,1080.0,2080.0
11,2,35,1924.30004882812,1927.60009765625,S1C1 13022023,1080.0,2080.0
12,2,35,2001.30004882812,2004.39965820312,S1C1 13022023,1080.0,2080.0
13,3,45,1391.30004882812,1393.099609375,S1C1 13022023,1080.0,2080.0
14,3,45,1428.40051269531,1430.599609375,S1C1 13022023,1080.0,2080.0
15,3,45,1491.90051269531,1494.50109863281,S1C1 13022023,1080.0,2080.0
16,3,45,1579.0,1581.69909667968,S1C1 13022023,1080.0,2080.0
17,3,45,1673.40051269531,1676.39965820312,S1C1 13022023,1080.0,2080.0
18,3,45,1798.90051269531,1802.099609375,S1C1 13022023,1080.0,2080.0
19,3,45,1890.80004882812,1894.00109863281,S1C1 13022023,1080.0,2080.0
20,3,45,1961.5,1964.89965820312,S1C1 13022023,1080.0,2080.0
21,3,45,2030.0,2033.69909667968,S1C1 13022023,1080.0,2080.0
22,4,55,1389.59948730468,1391.40258789062,S1C1 13022023,1080.0,2080.0
23,4,55,1415.09948730468,1417.599609375,S1C1 13022023,1080.0,2080.0
24,4,55,1455.5,1458.19909667968,S1C1 13022023,1080.0,2080.0
25,4,55,1531.59948730468,1534.298828125,S1C1 13022023,1080.0,2080.0
26,4,55,1617.90051269531,1620.90258789062,S1C1 13022023,1080.0,2080.0
27,4,55,1692.5,1695.798828125,S1C1 13022023,1080.0,2080.0
28,4,55,1767.09948730468,1770.50012207031,S1C1 13022023,1080.0,2080.0
29,4,55,1848.90051269531,1852.298828125,S1C1 13022023,1080.0,2080.0
30,4,55,1903.90051269531,1907.798828125,S1C1 13022023,1080.0,2080.0
31,4,55,1957.80102539062,1961.798828125,S1C1 13022023,1080.0,2080.0
32,4,55,2023.09948730468,2027.298828125,S1C1 13022023,1080.0,2080.0
33,4,55,2073.0,2077.5,S1C1 13022023,1080.0,2080.0
34,5,65,1371.80102539062,1373.599609375,S1C1 13022023,1080.0,2080.0
35,5,65,1393.59948730468,1396.19909667968,S1C1 13022023,1080.0,2080.0
36,5,65,1432.19921875,1435.099609375,S1C1 13022023,1080.0,2080.0
37,5,65,1488.19921875,1491.19909667968,S1C1 13022023,1080.0,2080.0
38,5,65,1578.0,1581.099609375,S1C1 13022023,1080.0,2080.0
39,5,65,1652.0,1655.40258789062,S1C1 13022023,1080.0,2080.0
40,5,65,1707.30102539062,1711.00012207031,S1C1 13022023,1080.0,2080.0
41,5,65,1771.19921875,1775.19909667968,S1C1 13022023,1080.0,2080.0
42,5,65,1850.90051269531,1855.00012207031,S1C1 13022023,1080.0,2080.0
43,5,65,1909.90051269531,1914.19909667968,S1C1 13022023,1080.0,2080.0
44,5,65,1961.09948730468,1965.69909667968,S1C1 13022023,1080.0,2080.0
45,5,65,2008.5,2013.69909667968,S1C1 13022023,1080.0,2080.0
46,5,65,2053.69921875,2058.798828125,S1C1 13022023,1080.0,2080.0
47,6,75,1358.59948730468,1360.50012207031,S1C1 13022023,1080.0,2080.0
48,6,75,1376.90051269531,1379.40258789062,S1C1 13022023,1080.0,2080.0
49,6,75,1403.69921875,1406.90258789062,S1C1 13022023,1080.0,2080.0
50,6,75,1450.19921875,1453.40258789062,S1C1 13022023,1080.0,2080.0
51,6,75,1518.59948730468,1521.798828125,S1C1 13022023,1080.0,2080.0
52,6,75,1580.40051269531,1583.90258789062,S1C1 13022023,1080.0,2080.0
53,6,75,1650.30102539062,1654.099609375,S1C1 13022023,1080.0,2080.0
54,6,75,1713.90051269531,1717.90258789062,S1C1 13022023,1080.0,2080.0
55,6,75,1772.0,1776.099609375,S1C1 13022023,1080.0,2080.0
56,6,75,1825.59948730468,1829.90258789062,S1C1 13022023,1080.0,2080.0
57,6,75,1866.09948730468,1871.00012207031,S1C1 13022023,1080.0,2080.0
58,6,75,1916.5,1921.50012207031,S1C1 13022023,1080.0,2080.0
59,6,75,1959.59948730468,1964.69909667968,S1C1 13022023,1080.0,2080.0
60,6,75,2002.90051269531,2008.40258789062,S1C1 13022023,1080.0,2080.0
61,6,75,2045.0,2050.69921875,S1C1 13022023,1080.0,2080.0
62,7,85,1326.30102539062,1328.099609375,S1C1 13022023,1080.0,2080.0
63,7,85,1342.59948730468,1345.099609375,S1C1 13022023,1080.0,2080.0
64,7,85,1364.59948730468,1367.90258789062,S1C1 13022023,1080.0,2080.0
65,7,85,1410.19921875,1413.599609375,S1C1 13022023,1080.0,2080.0
66,7,85,1477.5,1480.599609375,S1C1 13022023,1080.0,2080.0
67,7,85,1538.59948730468,1542.00012207031,S1C1 13022023,1080.0,2080.0
68,7,85,1595.80102539062,1599.50012207031,S1C1 13022023,1080.0,2080.0
69,7,85,1647.80102539062,1651.798828125,S1C1 13022023,1080.0,2080.0
70,7,85,1695.5,1699.798828125,S1C1 13022023,1080.0,2080.0
71,7,85,1747.0,1751.50012207031,S1C1 13022023,1080.0,2080.0
72,7,85,1798.19921875,1802.798828125,S1C1 13022023,1080.0,2080.0
73,7,85,1845.80102539062,1850.69909667968,S1C1 13022023,1080.0,2080.0
74,7,85,1888.90051269531,1894.19909667968,S1C1 13022023,1080.0,2080.0
75,7,85,1931.40051269531,1936.90258789062,S1C1 13022023,1080.0,2080.0
76,7,85,1978.90051269531,1985.298828125,S1C1 13022023,1080.0,2080.0
77,7,85,2019.80102539062,2025.90258789062,S1C1 13022023,1080.0,2080.0
78,7,85,2057.80102539062,2064.19921875,S1C1 13022023,1080.0,2080.0
79,8,95,1325.5,1327.49621582031,S1C1 13022023,1080.0,2080.0
80,8,95,1342.0,1344.70300292968,S1C1 13022023,1080.0,2080.0
81,8,95,1367.60144042968,1371.1015625,S1C1 13022023,1080.0,2080.0
82,8,95,1426.89855957031,1430.20300292968,S1C1 13022023,1080.0,2080.0
83,8,95,1512.0,1515.20300292968,S1C1 13022023,1080.0,2080.0
84,8,95,1573.30102539062,1576.99621582031,S1C1 13022023,1080.0,2080.0
85,8,95,1629.0,1632.99621582031,S1C1 13022023,1080.0,2080.0
86,8,95,1686.10144042968,1690.40258789062,S1C1 13022023,1080.0,2080.0
87,8,95,1742.39855957031,1746.90258789062,S1C1 13022023,1080.0,2080.0
88,8,95,1794.0,1798.796875,S1C1 13022023,1080.0,2080.0
89,8,95,1840.0,1845.1015625,S1C1 13022023,1080.0,2080.0
90,8,95,1883.30102539062,1888.40258789062,S1C1 13022023,1080.0,2080.0
91,8,95,1931.39855957031,1937.1015625,S1C1 13022023,1080.0,2080.0
92,8,95,1977.30102539062,1983.296875,S1C1 13022023,1080.0,2080.0
93,8,95,2018.39855957031,2024.49621582031,S1C1 13022023,1080.0,2080.0
94,8,95,2055.69921875,2062.203125,S1C1 13022023,1080.0,2080.0
95,9,105,1331.39855957031,1333.49621582031,S1C1 13022023,1080.0,2080.0
96,9,105,1346.60144042968,1349.40258789062,S1C1 13022023,1080.0,2080.0
97,9,105,1368.60144042968,1372.296875,S1C1 13022023,1080.0,2080.0
98,9,105,1413.0,1416.49621582031,S1C1 13022023,1080.0,2080.0
99,9,105,1487.89855957031,1491.20300292968,S1C1 13022023,1080.0,2080.0
100,9,105,1556.30102539062,1560.40258789062,S1C1 13022023,1080.0,2080.0
101,9,105,1618.30102539062,1622.49621582031,S1C1 13022023,1080.0,2080.0
102,9,105,1669.30102539062,1673.796875,S1C1 13022023,1080.0,2080.0
103,9,105,1717.39855957031,1722.296875,S1C1 13022023,1080.0,2080.0
104,9,105,1766.69921875,1772.1015625,S1C1 13022023,1080.0,2080.0
105,9,105,1813.39855957031,1818.90258789062,S1C1 13022023,1080.0,2080.0
106,9,105,1854.69921875,1860.90258789062,S1C1 13022023,1080.0,2080.0
107,9,105,1900.69921875,1906.70300292968,S1C1 13022023,1080.0,2080.0
108,9,105,1944.69921875,1950.796875,S1C1 13022023,1080.0,2080.0
109,9,105,1985.0,1991.796875,S1C1 13022023,1080.0,2080.0
110,9,105,2027.30102539062,2034.99621582031,S1C1 13022023,1080.0,2080.0
111,9,105,2064.30102539062,2072.1015625,S1C1 13022023,1080.0,2080.0
112,10,115,1326.5,1328.40258789062,S1C1 13022023,1080.0,2080.0
113,10,115,1341.39855957031,1344.296875,S1C1 13022023,1080.0,2080.0
114,10,115,1366.10144042968,1369.99621582031,S1C1 13022023,1080.0,2080.0
115,10,115,1411.89855957031,1415.70300292968,S1C1 13022023,1080.0,2080.0
116,10,115,1469.30102539062,1472.90258789062,S1C1 13022023,1080.0,2080.0
117,10,115,1525.39855957031,1529.40258789062,S1C1 13022023,1080.0,2080.0
118,10,115,1578.19921875,1582.49621582031,S1C1 13022023,1080.0,2080.0
119,10,115,1640.19921875,1644.99621582031,S1C1 13022023,1080.0,2080.0
120,10,115,1694.89855957031,1700.20300292968,S1C1 13022023,1080.0,2080.0
121,10,115,1746.39855957031,1752.296875,S1C1 13022023,1080.0,2080.0
122,10,115,1792.5,1798.49621582031,S1C1 13022023,1080.0,2080.0
123,10,115,1836.19921875,1843.49621582031,S1C1 13022023,1080.0,2080.0
124,10,115,1877.39855957031,1885.40258789062,S1C1 13022023,1080.0,2080.0
125,10,115,1918.80102539062,1928.296875,S1C1 13022023,1080.0,2080.0
126,10,115,1957.5,1966.296875,S1C1 13022023,1080.0,2080.0
127,10,115,1992.0,2002.296875,S1C1 13022023,1080.0,2080.0
128,10,115,2028.30102539062,2041.20300292968,S1C1 13022023,1080.0,2080.0
129,10,115,2063.1015625,2075.703125,S1C1 13022023,1080.0,2080.0
130,11,125,1315.80102539062,1317.90258789062,S1C1 13022023,1080.0,2080.0
131,11,125,1330.89855957031,1333.796875,S1C1 13022023,1080.0,2080.0
132,11,125,1352.80102539062,1356.49621582031,S1C1 13022023,1080.0,2080.0
133,11,125,1396.30102539062,1400.1015625,S1C1 13022023,1080.0,2080.0
134,11,125,1463.0,1466.796875,S1C1 13022023,1080.0,2080.0
135,11,125,1526.60144042968,1530.70300292968,S1C1 13022023,1080.0,2080.0
136,11,125,1585.19921875,1589.40258789062,S1C1 13022023,1080.0,2080.0
137,11,125,1635.69921875,1640.20300292968,S1C1 13022023,1080.0,2080.0
138,11,125,1677.39855957031,1682.90258789062,S1C1 13022023,1080.0,2080.0
139,11,125,1720.89855957031,1726.6015625,S1C1 13022023,1080.0,2080.0
140,11,125,1764.80102539062,1770.70300292968,S1C1 13022023,1080.0,2080.0
141,11,125,1812.0,1818.296875,S1C1 13022023,1080.0,2080.0
142,11,125,1853.30102539062,1860.49621582031,S1C1 13022023,1080.0,2080.0
143,11,125,1892.30102539062,1900.6015625,S1C1 13022023,1080.0,2080.0
144,11,125,1932.0,1940.99621582031,S1C1 13022023,1080.0,2080.0
145,11,125,1969.39855957031,1979.6015625,S1C1 13022023,1080.0,2080.0
146,11,125,2001.60144042968,2015.40258789062,S1C1 13022023,1080.0,2080.0
147,11,125,2035.10144042968,2053.1015625,S1C1 13022023,1080.0,2080.0
148,11,125,2071.80102539062,2078.90258789062,S1C1 13022023,1080.0,2080.0
149,12,135,1307.5,1309.6015625,S1C1 13022023,1080.0,2080.0
150,12,135,1322.10144042968,1325.1015625,S1C1 13022023,1080.0,2080.0
151,12,135,1342.60144042968,1346.70300292968,S1C1 13022023,1080.0,2080.0
152,12,135,1390.39855957031,1394.6015625,S1C1 13022023,1080.0,2080.0
153,12,135,1470.60144042968,1474.49621582031,S1C1 13022023,1080.0,2080.0
154,12,135,1532.10144042968,1536.40258789062,S1C1 13022023,1080.0,2080.0
155,12,135,1585.5,1590.796875,S1C1 13022023,1080.0,2080.0
156,12,135,1630.69921875,1636.296875,S1C1 13022023,1080.0,2080.0
157,12,135,1707.39855957031,1713.70300292968,S1C1 13022023,1080.0,2080.0
158,12,135,1753.60144042968,1761.40258789062,S1C1 13022023,1080.0,2080.0
159,12,135,1794.89855957031,1803.1015625,S1C1 13022023,1080.0,2080.0
160,12,135,1831.39855957031,1843.90258789062,S1C1 13022023,1080.0,2080.0
161,12,135,1870.19921875,1882.20300292968,S1C1 13022023,1080.0,2080.0
162,12,135,1902.5,1923.70300292968,S1C1 13022023,1080.0,2080.0
163,12,135,1939.89855957031,1960.20300292968,S1C1 13022023,1080.0,2080.0
164,12,135,1979.0,2004.296875,S1C1 13022023,1080.0,2080.0
165,12,135,2013.0,2078.49609375,S1C1 13022023,1080.0,2080.0
166,13,145,1293.5,1295.6015625,S1C1 13022023,1080.0,2080.0
167,13,145,1309.10144042968,1312.20300292968,S1C1 13022023,1080.0,2080.0
168,13,145,1335.10144042968,1338.99621582031,S1C1 13022023,1080.0,2080.0
169,13,145,1381.60144042968,1385.49621582031,S1C1 13022023,1080.0,2080.0
170,13,145,1448.10144042968,1451.90258789062,S1C1 13022023,1080.0,2080.0
171,13,145,1508.30102539062,1512.6015625,S1C1 13022023,1080.0,2080.0
172,13,145,1562.89855957031,1567.6015625,S1C1 13022023,1080.0,2080.0
173,13,145,1620.89855957031,1626.40258789062,S1C1 13022023,1080.0,2080.0
174,13,145,1668.69921875,1674.796875,S1C1 13022023,1080.0,2080.0
175,13,145,1715.5,1722.296875,S1C1 13022023,1080.0,2080.0
176,13,145,1758.89855957031,1767.796875,S1C1 13022023,1080.0,2080.0
177,13,145,1799.10144042968,1808.6015625,S1C1 13022023,1080.0,2080.0
178,13,145,1836.0,1848.20300292968,S1C1 13022023,1080.0,2080.0
179,13,145,1868.80102539062,1883.20300292968,S1C1 13022023,1080.0,2080.0
180,13,145,1898.60144042968,1918.296875,S1C1 13022023,1080.0,2080.0
181,13,145,1933.0,1953.296875,S1C1 13022023,1080.0,2080.0
182,13,145,1966.80102539062,2079.1015625,S1C1 13022023,1080.0,2080.0
183,14,155,1315.0,1317.3046875,S1C1 13022023,1080.0,2080.0
184,14,155,1329.0,1332.3046875,S1C1 13022023,1080.0,2080.0
185,14,155,1350.5,1354.8046875,S1C1 13022023,1080.0,2080.0
186,14,155,1387.703125,1392.1015625,S1C1 13022023,1080.0,2080.0
187,14,155,1443.60144042968,1448.00012207031,S1C1 13022023,1080.0,2080.0
188,14,155,1525.10144042968,1530.00012207031,S1C1 13022023,1080.0,2080.0
189,14,155,1577.10144042968,1582.6015625,S1C1 13022023,1080.0,2080.0
190,14,155,1624.10144042968,1630.89074707031,S1C1 13022023,1080.0,2080.0
191,14,155,1669.203125,1677.3046875,S1C1 13022023,1080.0,2080.0
192,14,155,1706.0,1718.3046875,S1C1 13022023,1080.0,2080.0
193,14,155,1747.0,1758.8046875,S1C1 13022023,1080.0,2080.0
194,14,155,1786.39855957031,1798.3046875,S1C1 13022023,1080.0,2080.0
195,14,155,1817.203125,1835.39074707031,S1C1 13022023,1080.0,2080.0
196,14,155,1854.0,1871.1015625,S1C1 13022023,1080.0,2080.0
197,14,155,1885.203125,1910.20300292968,S1C1 13022023,1080.0,2080.0
198,15,165,1291.0,1293.20300292968,S1C1 13022023,1080.0,2080.0
199,15,165,1305.5,1308.8046875,S1C1 13022023,1080.0,2080.0
200,15,165,1328.203125,1332.3046875,S1C1 13022023,1080.0,2080.0
201,15,165,1369.60144042968,1374.00012207031,S1C1 13022023,1080.0,2080.0
202,15,165,1437.89855957031,1442.20300292968,S1C1 13022023,1080.0,2080.0
203,15,165,1490.0,1494.70300292968,S1C1 13022023,1080.0,2080.0
204,15,165,1538.79699707031,1544.1015625,S1C1 13022023,1080.0,2080.0
205,15,165,1583.703125,1590.00012207031,S1C1 13022023,1080.0,2080.0
206,15,165,1626.10144042968,1634.39074707031,S1C1 13022023,1080.0,2080.0
207,15,165,1671.203125,1679.3046875,S1C1 13022023,1080.0,2080.0
208,15,165,1708.10144042968,1719.39074707031,S1C1 13022023,1080.0,2080.0
209,15,165,1746.29699707031,1759.50012207031,S1C1 13022023,1080.0,2080.0
210,15,165,1779.79699707031,1800.6015625,S1C1 13022023,1080.0,2080.0
211,15,165,1821.203125,1839.00012207031,S1C1 13022023,1080.0,2080.0
212,15,165,1851.79699707031,1911.89074707031,S1C1 13022023,1080.0,2080.0
0,1,25,0.0,0.0,S1C1 14022023,1080.0,2080.0
1,2,35,0.0,0.0,S1C1 14022023,1080.0,2080.0
2,3,45,0.0,0.0,S1C1 14022023,1080.0,2080.0
3,4,55,0.0,0.0,S1C1 14022023,1080.0,2080.0
4,5,65,0.0,0.0,S1C1 14022023,1080.0,2080.0
5,6,75,0.0,0.0,S1C1 14022023,1080.0,2080.0
6,7,85,0.0,0.0,S1C1 14022023,1080.0,2080.0
7,8,95,0.0,0.0,S1C1 14022023,1080.0,2080.0
8,9,105,2027.10144042968,2028.6015625,S1C1 14022023,1080.0,2080.0
9,10,115,1972.10144042968,1973.49621582031,S1C1 14022023,1080.0,2080.0
10,11,125,1882.5,1883.99621582031,S1C1 14022023,1080.0,2080.0
11,11,125,1997.89855957031,1999.296875,S1C1 14022023,1080.0,2080.0
12,12,135,1910.10144042968,1911.49621582031,S1C1 14022023,1080.0,2080.0
13,12,135,2026.60144042968,2027.99621582031,S1C1 14022023,1080.0,2080.0
14,13,145,1811.39855957031,1812.70300292968,S1C1 14022023,1080.0,2080.0
15,13,145,1916.30102539062,1917.70300292968,S1C1 14022023,1080.0,2080.0
16,13,145,2010.30102539062,2011.70300292968,S1C1 14022023,1080.0,2080.0
17,14,155,1726.5,1727.70300292968,S1C1 14022023,1080.0,2080.0
18,14,155,1847.60144042968,1848.8046875,S1C1 14022023,1080.0,2080.0
19,14,155,1941.79699707031,1943.00012207031,S1C1 14022023,1080.0,2080.0
20,14,155,2039.39855957031,2040.6015625,S1C1 14022023,1080.0,2080.0
21,15,165,1709.10144042968,1710.20300292968,S1C1 14022023,1080.0,2080.0
22,15,165,1812.10144042968,1813.3046875,S1C1 14022023,1080.0,2080.0
23,15,165,1900.39855957031,1901.50012207031,S1C1 14022023,1080.0,2080.0
24,15,165,1990.60144042968,1991.8046875,S1C1 14022023,1080.0,2080.0
25,15,165,2068.1015625,2069.3046875,S1C1 14022023,1080.0,2080.0
0,1,25,1476.19995117187,1479.69995117187,S1C1 15022023,1080.0,2080.0
1,1,25,1650.69995117187,1655.0,S1C1 15022023,1080.0,2080.0
2,1,25,1769.90002441406,1775.40014648437,S1C1 15022023,1080.0,2080.0
3,1,25,1891.59997558593,1897.29992675781,S1C1 15022023,1080.0,2080.0
4,1,25,1993.0,1999.29992675781,S1C1 15022023,1080.0,2080.0
5,2,35,1420.40002441406,1424.00012207031,S1C1 15022023,1080.0,2080.0
6,2,35,1566.5,1571.10009765625,S1C1 15022023,1080.0,2080.0
7,2,35,1685.10009765625,1690.7001953125,S1C1 15022023,1080.0,2080.0
8,2,35,1800.60009765625,1807.00012207031,S1C1 15022023,1080.0,2080.0
9,2,35,1890.60009765625,1897.2001953125,S1C1 15022023,1080.0,2080.0
10,2,35,1965.2001953125,1975.50012207031,S1C1 15022023,1080.0,2080.0
11,2,35,2048.10009765625,2057.5,S1C1 15022023,1080.0,2080.0
12,3,45,1409.2001953125,1412.80078125,S1C1 15022023,1080.0,2080.0
13,3,45,1514.90051269531,1519.89965820312,S1C1 15022023,1080.0,2080.0
14,3,45,1603.7001953125,1609.30078125,S1C1 15022023,1080.0,2080.0
15,3,45,1690.80004882812,1697.19909667968,S1C1 15022023,1080.0,2080.0
16,3,45,1783.59948730468,1790.69909667968,S1C1 15022023,1080.0,2080.0
17,3,45,1855.0,1863.50109863281,S1C1 15022023,1080.0,2080.0
18,3,45,1930.59948730468,1939.69909667968,S1C1 15022023,1080.0,2080.0
19,3,45,2014.59948730468,2026.00109863281,S1C1 15022023,1080.0,2080.0
20,4,55,1344.2001953125,1347.69909667968,S1C1 15022023,1080.0,2080.0
21,4,55,1437.09948730468,1442.00012207031,S1C1 15022023,1080.0,2080.0
22,4,55,1512.09948730468,1518.19909667968,S1C1 15022023,1080.0,2080.0
23,4,55,1579.69921875,1587.90258789062,S1C1 15022023,1080.0,2080.0
24,4,55,1664.59948730468,1673.19909667968,S1C1 15022023,1080.0,2080.0
25,4,55,1740.40051269531,1750.00012207031,S1C1 15022023,1080.0,2080.0
26,4,55,1814.59948730468,1825.69909667968,S1C1 15022023,1080.0,2080.0
27,4,55,1880.90051269531,1892.298828125,S1C1 15022023,1080.0,2080.0
28,4,55,1960.80102539062,1976.19909667968,S1C1 15022023,1080.0,2080.0
29,4,55,2028.40051269531,2049.099609375,S1C1 15022023,1080.0,2080.0
30,5,65,1303.80102539062,1307.40258789062,S1C1 15022023,1080.0,2080.0
31,5,65,1394.09948730468,1398.798828125,S1C1 15022023,1080.0,2080.0
32,5,65,1479.90051269531,1486.298828125,S1C1 15022023,1080.0,2080.0
33,5,65,1567.19921875,1574.19909667968,S1C1 15022023,1080.0,2080.0
34,5,65,1651.0,1659.40258789062,S1C1 15022023,1080.0,2080.0
35,5,65,1726.30102539062,1735.69909667968,S1C1 15022023,1080.0,2080.0
36,5,65,1792.80102539062,1806.298828125,S1C1 15022023,1080.0,2080.0
37,5,65,1865.90051269531,1881.298828125,S1C1 15022023,1080.0,2080.0
38,5,65,1937.30102539062,1957.798828125,S1C1 15022023,1080.0,2080.0
39,5,65,2010.09948730468,2035.798828125,S1C1 15022023,1080.0,2080.0
40,6,75,1271.59948730468,1275.099609375,S1C1 15022023,1080.0,2080.0
41,6,75,1360.19921875,1365.298828125,S1C1 15022023,1080.0,2080.0
42,6,75,1428.5,1434.798828125,S1C1 15022023,1080.0,2080.0
43,6,75,1491.80102539062,1499.798828125,S1C1 15022023,1080.0,2080.0
44,6,75,1561.09948730468,1570.69909667968,S1C1 15022023,1080.0,2080.0
45,6,75,1640.80102539062,1651.298828125,S1C1 15022023,1080.0,2080.0
46,6,75,1704.19921875,1716.798828125,S1C1 15022023,1080.0,2080.0
47,6,75,1767.0,1783.69909667968,S1C1 15022023,1080.0,2080.0
48,7,85,1279.0,1282.599609375,S1C1 15022023,1080.0,2080.0
49,7,85,1381.5,1386.19909667968,S1C1 15022023,1080.0,2080.0
50,7,85,1454.80102539062,1461.40258789062,S1C1 15022023,1080.0,2080.0
51,7,85,1518.19921875,1526.69909667968,S1C1 15022023,1080.0,2080.0
52,7,85,1586.40051269531,1598.40258789062,S1C1 15022023,1080.0,2080.0
53,7,85,1663.5,1680.69909667968,S1C1 15022023,1080.0,2080.0
54,7,85,1738.59948730468,1766.19909667968,S1C1 15022023,1080.0,2080.0
55,7,85,1824.59948730468,2079.69921875,S1C1 15022023,1080.0,2080.0
56,8,95,1244.5,1247.90258789062,S1C1 15022023,1080.0,2080.0
57,8,95,1336.10144042968,1340.90258789062,S1C1 15022023,1080.0,2080.0
58,8,95,1405.30102539062,1412.6015625,S1C1 15022023,1080.0,2080.0
59,8,95,1473.80102539062,1483.1015625,S1C1 15022023,1080.0,2080.0
60,8,95,1541.19921875,1553.70300292968,S1C1 15022023,1080.0,2080.0
61,8,95,1612.80102539062,1629.20300292968,S1C1 15022023,1080.0,2080.0
62,8,95,1693.30102539062,1719.296875,S1C1 15022023,1080.0,2080.0
63,9,105,1245.39855957031,1248.796875,S1C1 15022023,1080.0,2080.0
64,9,105,1322.10144042968,1326.70300292968,S1C1 15022023,1080.0,2080.0
65,9,105,1381.89855957031,1388.70300292968,S1C1 15022023,1080.0,2080.0
66,9,105,1447.19921875,1456.6015625,S1C1 15022023,1080.0,2080.0
67,9,105,1522.0,1534.796875,S1C1 15022023,1080.0,2080.0
68,9,105,1586.80102539062,1602.40258789062,S1C1 15022023,1080.0,2080.0
69,10,115,1242.19921875,1245.6015625,S1C1 15022023,1080.0,2080.0
70,10,115,1314.19921875,1318.99621582031,S1C1 15022023,1080.0,2080.0
71,10,115,1380.30102539062,1387.1015625,S1C1 15022023,1080.0,2080.0
72,10,115,1440.60144042968,1450.90258789062,S1C1 15022023,1080.0,2080.0
73,10,115,1513.89855957031,1527.99621582031,S1C1 15022023,1080.0,2080.0
74,10,115,1578.69921875,2079.90258789062,S1C1 15022023,1080.0,2080.0
75,11,125,1227.80102539062,1231.20300292968,S1C1 15022023,1080.0,2080.0
76,11,125,1297.30102539062,1302.49621582031,S1C1 15022023,1080.0,2080.0
77,11,125,1360.5,1367.796875,S1C1 15022023,1080.0,2080.0
78,11,125,1419.60144042968,1431.90258789062,S1C1 15022023,1080.0,2080.0
79,11,125,1487.0,1501.70300292968,S1C1 15022023,1080.0,2080.0
80,11,135,1548.60144042968,1572.90258789062,S1C1 15022023,1080.0,2080.0
81,12,135,1234.60144042968,1237.99621582031,S1C1 15022023,1080.0,2080.0
82,12,135,1303.39855957031,1308.40258789062,S1C1 15022023,1080.0,2080.0
83,12,135,1381.5,1388.90258789062,S1C1 15022023,1080.0,2080.0
84,12,135,1446.39855957031,1457.20300292968,S1C1 15022023,1080.0,2080.0
85,12,135,1505.80102539062,1523.296875,S1C1 15022023,1080.0,2080.0
86,12,135,1571.5,1603.6015625,S1C1 15022023,1080.0,2080.0
87,13,145,1210.60144042968,1214.1015625,S1C1 15022023,1080.0,2080.0
88,13,145,1280.19921875,1285.20300292968,S1C1 15022023,1080.0,2080.0
89,13,145,1336.69921875,1344.1015625,S1C1 15022023,1080.0,2080.0
90,13,145,1398.0,1408.796875,S1C1 15022023,1080.0,2080.0
91,13,145,1466.69921875,1481.796875,S1C1 15022023,1080.0,2080.0
92,13,145,1531.5,1554.90258789062,S1C1 15022023,1080.0,2080.0
93,14,155,1215.203125,1218.6015625,S1C1 15022023,1080.0,2080.0
94,14,155,1273.79699707031,1279.00012207031,S1C1 15022023,1080.0,2080.0
95,14,155,1333.39855957031,1341.1015625,S1C1 15022023,1080.0,2080.0
96,14,155,1396.0,1408.89074707031,S1C1 15022023,1080.0,2080.0
97,14,155,1461.79699707031,1480.20300292968,S1C1 15022023,1080.0,2080.0
98,15,165,1211.203125,1214.6015625,S1C1 15022023,1080.0,2080.0
99,15,165,1272.0,1277.00012207031,S1C1 15022023,1080.0,2080.0
100,15,165,1331.60144042968,1339.3046875,S1C1 15022023,1080.0,2080.0
101,15,165,1398.10144042968,1412.20300292968,S1C1 15022023,1080.0,2080.0
102,15,165,1464.0,1485.50012207031,S1C1 15022023,1080.0,2080.0
0,1,25,0.0,0.0,S1C1 20012023,1080.0,2080.0
1,2,35,0.0,0.0,S1C1 20012023,1080.0,2080.0
2,3,45,2020.80004882812,2022.39965820312,S1C1 20012023,1080.0,2080.0
3,3,45,2037.59948730468,2039.30078125,S1C1 20012023,1080.0,2080.0
4,4,55,1923.80102539062,1925.40258789062,S1C1 20012023,1080.0,2080.0
5,4,55,2013.30102539062,2015.00012207031,S1C1 20012023,1080.0,2080.0
6,5,65,1795.0,1796.599609375,S1C1 20012023,1080.0,2080.0
7,5,65,1891.30102539062,1892.90258789062,S1C1 20012023,1080.0,2080.0
8,5,65,1967.80102539062,1969.599609375,S1C1 20012023,1080.0,2080.0
9,5,65,2051.5,2053.298828125,S1C1 20012023,1080.0,2080.0
10,6,75,1808.19921875,1809.798828125,S1C1 20012023,1080.0,2080.0
