,Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Nucleus/Cell area ratio
0,JKAX4.3e_MPOA_0_Scan1.qptiff - resolution #1_Region 6.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1674.3,3584.5,14.0,15.9677,0.69,6.8907,2.9504,0.904,67.0,3953.0,3.8147,78.0,61.0,17.0,23.7119,1399.0,1.1303,27.0,21.0,6.0,67.75,30.9723,0.8875,11.3562,8.5,0.6332,71.48,8.0166,96.0,60.0,22.4364,1.7897,27.0,18.0,72.7037,8.424,96.0,60.0,22.088,1.7802,27.0,18.0,0.2033
1,JKAX4.3e_MPOA_0_Scan1.qptiff - resolution #1_Region 6.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1624.9,3588.5,49.75,27.3212,0.8375,9.7876,6.6491,0.7575,85.4167,17425.0,14.8585,141.0,62.0,79.0,25.2745,5156.0,1.4733,29.0,23.0,6.0,153.5,45.1213,0.9474,15.5389,12.0,0.6065,78.348,17.8051,141.0,52.0,22.4699,2.4157,29.0,18.0,74.8394,18.1176,136.0,52.0,21.0779,1.3448,25.0,18.0,0.3274
2,JKAX4.3e_MPOA_0_Scan1.qptiff - resolution #1_Region 6.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1678.7,3593.2,50.75,28.772,0.7704,9.3554,7.7977,0.4901,70.2762,14758.0,6.0072,83.0,55.0,28.0,24.2762,5098.0,1.6103,28.0,21.0,7.0,143.0,46.0929,0.8458,15.6389,12.9084,0.5112,63.9791,7.5605,83.0,49.0,22.6167,2.0396,28.0,17.0,60.3462,5.7688,74.0,49.0,21.6593,1.6004,27.0,17.0,0.3609
3,JKAX4.3e_MPOA_0_Scan1.qptiff - resolution #1_Region 6.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1621.0,3616.4,83.0,34.8384,0.8594,12.092,9.8652,0.573,91.3264,30777.0,18.0736,140.0,58.0,82.0,30.3086,10214.0,3.2173,38.0,24.0,14.0,208.0,52.3464,0.9539,18.0561,15.5,0.4718,83.7395,20.1897,140.0,51.0,25.9088,4.3474,38.0,18.0,78.5847,19.9397,124.0,51.0,22.9194,1.6148,27.0,18.0,0.3985
4,JKAX4.3e_MPOA_0_Scan1.qptiff - resolution #1_Region 6.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1583.3,3639.6,63.0,31.9983,0.7732,12.041,7.4762,0.768,106.1085,27376.0,29.022,169.0,66.0,103.0,29.4806,7606.0,2.6483,37.0,24.0,13.0,178.75,48.8921,0.9397,17.6992,12.5,0.6804,91.8382,29.1804,169.0,52.0,24.484,4.3298,37.0,17.0,83.817,26.064,169.0,52.0,21.6754,1.8448,28.0,17.0,0.3578
5,JKAX4.3e_MPOA_0_Scan1.qptiff - resolution #1_Region 6.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1752.8,3659.1,98.5,43.9789,0.64,15.8131,9.5808,0.787,71.8477,28308.0,6.6219,84.0,56.0,28.0,27.3299,10768.0,2.1726,33.0,23.0,10.0,245.5,59.4201,0.8738,21.9116,15.0,0.7065,68.2915,8.1604,102.0,54.0,24.634,2.8688,33.0,19.0,65.9046,8.231,102.0,54.0,22.8245,1.5594,28.0,19.0,0.3983
6,JKAX4.3e_MPOA_0_Scan1.qptiff - resolution #1_Region 6.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1733.4,3664.9,57.75,30.0774,0.8022,10.8641,6.7784,0.8104,79.9526,18549.0,17.4096,151.0,62.0,89.0,34.8664,8089.0,3.3658,43.0,28.0,15.0,163.25,47.0407,0.9271,16.7584,12.6454,0.6362,69.9786,15.5497,151.0,49.0,27.1286,6.3776,43.0,19.0,64.4822,11.1095,93.0,49.0,22.8646,2.3691,32.0,19.0,0.3481
7,JKAX4.3e_MPOA_0_Scan1.qptiff - resolution #1_Region 6.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1735.9,3681.4,108.25,44.8595,0.676,14.928,10.562,0.5885,78.2955,34450.0,9.314,101.0,60.0,41.0,25.1455,11064.0,1.4901,32.0,21.0,11.0,255.0,59.9709,0.891,19.728,16.194,0.4976,72.5182,10.1347,101.0,52.0,23.5535,1.882,32.0,19.0,68.1278,8.3842,94.0,52.0,22.3437,1.0755,25.0,19.0,0.434
8,JKAX4.3e_MPOA_0_Scan1.qptiff - resolution #1_Region 6.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1564.2,3680.0,57.25,28.4083,0.8914,9.9685,7.9242,0.5905,80.7118,18483.0,10.0823,102.0,59.0,43.0,27.5415,6307.0,2.3216,34.0,23.0,11.0,163.25,46.0489,0.9674,15.8746,13.8183,0.4666,71.0838,12.6713,102.0,49.0,23.6509,3.4025,34.0,18.0,65.9204,10.7663,100.0,49.0,21.5644,1.5542,26.0,18.0,0.3463
9,JKAX4.3e_MPOA_0_Scan1.qptiff - resolution #1_Region 6.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1767.1,3685.8,36.0,22.558,0.889,7.5001,6.5656,0.5154,93.723,13871.0,14.3303,135.0,65.0,70.0,25.1216,3718.0,1.4329,29.0,21.0,8.0,126.5,40.3253,0.9776,13.5134,12.0,0.3556,80.4401,19.3368,135.0,52.0,22.2043,2.2461,29.0,17.0,74.9945,18.4799,133.0,52.0,21.0083,1.1607,24.0,17.0,0.2881
10,JKAX4.3e_MPOA_0_Scan1.qptiff - resolution #1_Region 6.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1626.6,3688.4,86.5,38.6576,0.7274,14.6094,8.4539,0.8316,76.48,26768.0,13.2102,101.0,54.0,47.0,33.66,11781.0,4.7095,46.0,24.0,22.0,223.5,56.2471,0.8877,20.5485,14.1439,0.7293,68.2659,13.7782,101.0,49.0,27.6952,5.8793,46.0,19.0,63.0291,11.3746,94.0,49.0,23.8925,2.3039,31.0,19.0,0.3947
11,JKAX4.3e_MPOA_0_Scan1.qptiff - resolution #1_Region 6.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1690.2,3699.9,49.5,27.6994,0.8107,10.2976,6.7409,0.758,105.1304,21762.0,40.044,200.0,60.0,140.0,29.7633,6161.0,3.3074,38.0,24.0,14.0,156.5,45.9088,0.9331,16.1075,12.0,0.64,85.7332,35.976,200.0,47.0,24.7412,4.4015,38.0,16.0,76.1504,29.4379,188.0,47.0,22.2601,2.2171,27.0,16.0,0.3265
12,JKAX4.3e_MPOA_0_Scan1.qptiff - resolution #1_Region 6.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1541.0,3702.9,96.0,38.5989,0.8097,13.0078,10.1728,0.5364,106.292,41135.0,23.4075,176.0,71.0,105.0,23.9845,9282.0,1.496,28.0,21.0,7.0,230.75,56.0058,0.9245,18.8882,16.2635,0.4384,91.7619,22.9833,176.0,55.0,22.1703,2.0551,28.0,17.0,81.3678,15.9875,156.0,55.0,20.8725,1.2665,25.0,17.0,0.4129
13,JKAX4.3e_MPOA_0_Scan1.qptiff - resolution #1_Region 6.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1674.4,3708.5,62.5,30.5097,0.8438,11.2046,7.8406,0.7047,76.4225,19717.0,10.4935,100.0,57.0,43.0,24.9031,6425.0,1.8844,30.0,21.0,9.0,180.0,48.7723,0.9509,17.1172,14.1421,0.5581,67.8458,11.9322,100.0,49.0,22.3514,2.4834,30.0,16.0,63.0563,9.8243,92.0,49.0,20.9264,1.4,25.0,16.0,0.3521
14,JKAX4.3e_MPOA_0_Scan1.qptiff - resolution #1_Region 6.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1508.5,3714.9,79.75,36.5649,0.7496,12.3162,9.5821,0.4541,90.737,29671.0,17.4491,159.0,58.0,101.0,25.2385,8253.0,1.8431,30.0,21.0,9.0,212.5,53.9584,0.9172,18.0591,15.5038,0.3569,79.3014,17.8188,159.0,51.0,22.6343,2.5406,30.0,17.0,72.2325,13.9682,123.0,51.0,21.0246,1.2482,24.0,17.0,0.3808
