,Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Nucleus/Cell area ratio
0,JKAH29.1f_MPOA_1_Scan1.qptiff - resolution #1_Region 3.ome.tif,PathCellObject,,Medial preoptic area,Polygon,887.89,4369.9,87.0,47.2095,0.4905,18.4024,7.8401,0.88,119.0167,42727.0,38.1822,248.0,71.0,177.0,37.0474,13300.0,2.1895,43.0,32.0,11.0,255.25,63.7526,0.7892,24.9775,13.7539,0.819,106.5455,37.6946,254.0,58.0,34.2909,2.6562,43.0,27.0,99.7825,35.6752,254.0,58.0,32.7961,1.388,37.0,27.0,0.3475
1,JKAH29.1f_MPOA_1_Scan1.qptiff - resolution #1_Region 3.ome.tif,PathCellObject,,Medial preoptic area,Polygon,940.17,4405.0,101.0,45.4903,0.6133,16.1237,8.7569,0.8525,101.8509,41657.0,30.4698,244.0,62.0,182.0,36.3032,14848.0,1.4872,41.0,31.0,10.0,258.0,61.9558,0.8446,21.7271,14.6318,0.7436,98.0,31.3822,244.0,62.0,34.8136,1.9835,41.0,29.0,95.4638,31.7386,208.0,62.0,33.8325,1.6267,39.0,29.0,0.391
2,JKAH29.1f_MPOA_1_Scan1.qptiff - resolution #1_Region 3.ome.tif,PathCellObject,,Medial preoptic area,Polygon,894.38,4416.4,57.25,28.2695,0.9002,10.4097,7.3068,0.7097,119.4784,27719.0,35.122,255.0,85.0,170.0,37.2198,8635.0,2.8693,45.0,33.0,12.0,161.0,45.887,0.9609,16.1097,12.9636,0.5708,112.5492,29.821,255.0,58.0,31.8092,4.6967,45.0,23.0,108.7033,25.6745,170.0,58.0,28.8062,2.1082,36.0,23.0,0.35
3,JKAH29.1f_MPOA_1_Scan1.qptiff - resolution #1_Region 3.ome.tif,PathCellObject,,Medial preoptic area,Polygon,897.88,4444.2,27.75,23.4077,0.6364,8.74,5.0598,0.8609,86.8898,10253.0,20.3905,182.0,68.0,114.0,33.6441,3970.0,2.4056,42.0,30.0,12.0,120.0,40.9118,0.9009,14.7234,10.8056,0.6858,81.2033,32.0995,254.0,55.0,31.1079,3.4732,42.0,25.0,79.3599,34.8912,254.0,55.0,30.2857,3.3691,41.0,25.0,0.2399
4,JKAH29.1f_MPOA_1_Scan1.qptiff - resolution #1_Region 3.ome.tif,PathCellObject,,Medial preoptic area,Polygon,945.87,4449.4,69.25,38.3593,0.5914,14.1941,7.0202,0.8998,81.4317,22638.0,27.1476,199.0,61.0,138.0,38.2158,10624.0,1.7237,42.0,33.0,9.0,183.5,54.1523,0.7863,20.3431,12.1378,0.8115,74.0095,23.4489,207.0,58.0,36.2944,2.1823,42.0,31.0,69.5142,19.6005,207.0,58.0,35.1307,1.5027,41.0,31.0,0.3759
5,JKAH29.1f_MPOA_1_Scan1.qptiff - resolution #1_Region 3.ome.tif,PathCellObject,,Medial preoptic area,Polygon,926.51,4450.7,45.0,26.8,0.7873,9.1727,7.5293,0.5014,77.0588,14410.0,7.5293,104.0,67.0,37.0,38.8984,7274.0,2.0334,45.0,34.0,11.0,127.75,42.3515,0.895,14.1933,11.0022,0.617,77.5712,10.6492,121.0,63.0,36.4639,2.6069,45.0,31.0,77.865,12.082,121.0,63.0,35.0675,1.7245,40.0,31.0,0.3616
6,JKAH29.1f_MPOA_1_Scan1.qptiff - resolution #1_Region 3.ome.tif,PathCellObject,,Medial preoptic area,Polygon,935.92,4456.7,63.0,32.0908,0.7688,10.6095,8.8591,0.4587,121.6718,31513.0,28.1922,210.0,75.0,135.0,38.4479,9958.0,1.921,44.0,33.0,11.0,137.75,45.982,0.8187,15.8514,12.7911,0.4014,105.2849,30.4515,210.0,66.0,36.8333,2.5158,44.0,30.0,91.0903,24.6892,208.0,66.0,35.4348,2.0994,40.0,30.0,0.4519
7,JKAH29.1f_MPOA_1_Scan1.qptiff - resolution #1_Region 3.ome.tif,PathCellObject,,Medial preoptic area,Polygon,916.77,4475.1,50.75,31.0594,0.6611,12.0195,7.2066,0.8246,87.0922,17941.0,23.4622,216.0,62.0,154.0,38.7864,7990.0,3.2465,47.0,33.0,14.0,163.75,48.2129,0.8852,17.7649,12.5,0.7344,105.4605,50.5134,255.0,58.0,35.4392,3.819,47.0,26.0,113.8319,56.9431,255.0,58.0,33.9137,3.001,44.0,26.0,0.3107
8,JKAH29.1f_MPOA_1_Scan1.qptiff - resolution #1_Region 3.ome.tif,PathCellObject,,Medial preoptic area,Polygon,927.57,4488.6,55.0,30.3555,0.7501,9.7797,7.9753,0.5028,136.1076,30352.0,56.0573,254.0,61.0,193.0,37.1704,8289.0,2.0768,42.0,32.0,10.0,163.75,46.9649,0.9329,15.6393,13.5,0.4333,106.347,44.9192,254.0,57.0,34.897,3.1845,43.0,28.0,91.1602,27.6683,226.0,57.0,33.7368,3.0231,43.0,28.0,0.3293
9,JKAH29.1f_MPOA_1_Scan1.qptiff - resolution #1_Region 3.ome.tif,PathCellObject,,Medial preoptic area,Polygon,972.61,4502.8,57.0,31.7845,0.709,11.221,7.1984,0.8204,119.6078,27749.0,45.2763,255.0,69.0,186.0,34.6336,8035.0,1.54,39.0,31.0,8.0,151.75,46.6854,0.8749,16.3133,13.0012,0.5434,110.6683,41.581,255.0,59.0,32.5588,2.3509,39.0,27.0,105.2105,38.1986,240.0,59.0,31.2921,1.7946,37.0,27.0,0.378
10,JKAH29.1f_MPOA_1_Scan1.qptiff - resolution #1_Region 3.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1020.6,4503.3,47.0,26.6939,0.8289,9.9036,6.4388,0.7345,80.6543,15163.0,5.2968,97.0,70.0,27.0,33.867,6367.0,1.8086,39.0,29.0,10.0,148.0,44.1229,0.9553,15.6126,12.2565,0.5881,82.3886,12.6159,155.0,61.0,32.5712,2.3353,39.0,27.0,83.1858,14.7519,155.0,61.0,31.9755,2.3103,38.0,27.0,0.317
11,JKAH29.1f_MPOA_1_Scan1.qptiff - resolution #1_Region 3.ome.tif,PathCellObject,,Medial preoptic area,Polygon,980.0,4514.0,52.0,29.7687,0.7374,11.0792,6.4627,0.8431,91.3641,19826.0,17.2278,142.0,64.0,78.0,33.6498,7302.0,1.0831,36.0,31.0,5.0,145.25,45.6286,0.8767,15.4464,12.5254,0.5045,102.4566,28.6786,203.0,60.0,32.1141,1.7484,36.0,28.0,108.9622,31.8998,203.0,60.0,31.2135,1.4028,35.0,28.0,0.3724
