,Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Nucleus/Cell area ratio
0,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1089.3,4143.0,10.25,13.7656,0.6797,5.8419,2.0642,0.9295,32.5814,1401.0,4.5993,44.0,25.0,19.0,21.9767,945.0,4.0384,30.0,15.0,15.0,72.75,31.6559,0.9123,11.6478,7.5,0.7548,31.9007,13.8641,71.0,17.0,14.4315,4.5003,30.0,10.0,31.7831,14.8951,71.0,17.0,13.1285,3.0703,26.0,10.0,0.1376
1,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1021.4,4147.0,15.5,15.8152,0.7787,6.421,3.404,0.7914,31.0615,2019.0,3.4815,38.0,24.0,14.0,36.6923,2385.0,4.5101,45.0,25.0,20.0,72.0,31.1994,0.9295,11.7029,8.5,0.6393,27.3883,4.9498,38.0,17.0,29.3402,8.9899,48.0,13.0,26.3319,4.8075,38.0,17.0,27.2257,8.8472,48.0,13.0,0.2139
2,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1026.5,4157.5,98.25,41.9492,0.7016,14.0164,10.9737,0.4668,44.5367,17592.0,19.5856,115.0,23.0,92.0,59.281,23416.0,18.0206,100.0,28.0,72.0,225.25,56.9351,0.8732,19.8561,15.5521,0.5612,41.7796,17.2456,115.0,19.0,40.3267,22.0282,100.0,12.0,39.6358,14.8491,88.0,19.0,25.5886,10.6483,71.0,12.0,0.4322
3,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1093.9,4159.6,79.75,38.468,0.6772,13.9474,8.4,0.8597,46.1077,14985.0,18.4818,94.0,25.0,69.0,25.2246,8198.0,3.5947,33.0,18.0,15.0,210.75,55.231,0.8682,19.6323,14.0149,0.7385,40.6979,15.7982,94.0,19.0,18.141,6.4038,33.0,9.0,37.3102,12.7539,78.0,19.0,13.7052,2.7312,22.0,9.0,0.3774
4,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1069.1,4169.2,29.75,21.794,0.7871,8.3152,4.9796,0.8193,38.0163,4676.0,6.735,56.0,25.0,31.0,15.9919,1967.0,1.5013,19.0,13.0,6.0,104.75,37.4267,0.9397,12.8306,10.5,0.527,29.6874,7.8692,56.0,18.0,13.3652,2.1627,19.0,10.0,26.2264,5.2953,41.0,18.0,12.2736,1.274,16.0,10.0,0.2902
5,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1060.3,4175.6,40.5,29.9772,0.5663,12.1065,5.2595,0.9094,35.4671,5923.0,6.461,62.0,25.0,37.0,19.0299,3178.0,3.8565,30.0,14.0,16.0,127.75,44.2925,0.8183,16.7367,10.5352,0.7515,37.3463,11.4844,87.0,19.0,15.0019,3.8014,30.0,10.0,38.2507,13.1529,87.0,19.0,13.0634,1.64,17.0,10.0,0.3242
6,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1034.8,4175.8,30.25,20.3318,0.9196,6.8488,5.9106,0.4756,60.4919,7501.0,18.3199,120.0,29.0,91.0,21.7903,2702.0,2.8748,27.0,16.0,11.0,107.75,37.8824,0.9435,12.776,10.6857,0.5109,42.5645,20.0438,120.0,17.0,15.1175,4.7421,27.0,10.0,35.3935,15.7739,84.0,17.0,12.4484,1.7905,18.0,10.0,0.2707
7,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1097.8,4179.7,38.25,24.8479,0.7785,10.1742,5.0241,0.8801,46.8228,7398.0,12.8834,91.0,31.0,60.0,32.9304,5203.0,4.8913,43.0,22.0,21.0,128.5,42.1853,0.9074,16.1506,10.2344,0.7703,35.6905,17.0077,97.0,19.0,20.5029,9.0382,43.0,11.0,30.7911,16.2901,97.0,19.0,15.0334,3.0147,24.0,11.0,0.2982
8,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1109.5,4181.8,68.0,32.9507,0.787,12.3134,7.3707,0.8253,38.4222,10374.0,13.6537,92.0,23.0,69.0,21.6815,5854.0,2.6831,29.0,17.0,12.0,180.0,49.9865,0.9053,18.1122,12.805,0.7176,41.4848,26.3427,136.0,19.0,17.6671,3.7521,29.0,11.0,43.3062,31.4314,136.0,19.0,15.2797,1.6963,20.0,11.0,0.3743
9,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1071.2,4184.6,93.25,39.9077,0.7358,13.4524,10.0721,0.701,32.4468,12200.0,13.4201,73.0,20.0,53.0,18.2846,6875.0,1.991,24.0,14.0,10.0,213.5,54.1143,0.9162,19.3378,14.3778,0.6818,28.8016,11.681,73.0,18.0,15.4807,2.9918,24.0,10.0,25.9522,9.1697,70.0,18.0,13.289,1.376,17.0,10.0,0.4357
10,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1039.3,4187.4,41.25,26.9497,0.7137,11.3998,4.828,0.9087,51.497,8703.0,14.5251,112.0,32.0,80.0,24.5325,4146.0,3.459,33.0,17.0,16.0,136.0,44.32,0.8701,17.239,10.7526,0.7615,39.3901,16.3384,112.0,18.0,16.7491,5.8877,33.0,9.0,33.9629,14.0443,77.0,18.0,13.2599,2.3376,20.0,9.0,0.3058
11,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1029.5,4191.9,25.75,22.7441,0.6255,9.486,3.6633,0.938,33.8381,3553.0,4.6639,44.0,23.0,21.0,25.2857,2655.0,3.6499,32.0,17.0,15.0,110.0,40.1378,0.858,14.867,8.9803,0.8141,30.7472,8.747,82.0,17.0,19.781,7.3942,41.0,10.0,29.787,9.4729,82.0,17.0,18.071,7.4312,41.0,10.0,0.2331
12,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1130.8,4194.9,28.5,21.4435,0.7789,7.2528,5.6158,0.6662,61.1333,7336.0,12.9854,92.0,37.0,55.0,23.425,2811.0,3.4851,31.0,17.0,14.0,113.5,38.9359,0.9408,13.0677,11.0,0.4893,37.5263,17.1447,92.0,19.0,16.0833,4.962,31.0,11.0,29.0952,8.2713,53.0,19.0,13.4613,1.7099,19.0,11.0,0.2558
13,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1147.6,4198.6,35.75,23.3835,0.8216,8.7558,5.6296,0.7403,70.2384,10606.0,15.6796,94.0,36.0,58.0,31.8079,4803.0,6.7327,47.0,20.0,27.0,130.0,41.7679,0.9364,14.5277,11.2174,0.6047,50.5277,23.0422,98.0,20.0,20.2161,8.5812,47.0,10.0,42.5269,20.6235,98.0,20.0,15.5108,2.8967,25.0,10.0,0.2799
14,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1042.8,4202.4,43.75,26.625,0.7755,9.8213,6.1075,0.8053,51.1768,9263.0,14.5896,87.0,26.0,61.0,20.4807,3707.0,2.5245,26.0,15.0,11.0,145.0,43.9065,0.9452,15.522,11.7328,0.6467,36.9537,15.0054,87.0,17.0,14.9434,4.2034,26.0,8.0,30.5498,9.9409,61.0,17.0,12.4502,1.6468,19.0,8.0,0.3093
15,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1113.9,4202.2,42.75,25.4223,0.8312,8.3685,7.3024,0.5239,49.546,8621.0,18.6809,107.0,26.0,81.0,20.3103,3534.0,2.2493,26.0,17.0,9.0,141.25,42.9551,0.962,14.1226,13.0,0.3701,44.007,18.6651,107.0,20.0,16.6567,3.0499,26.0,11.0,41.5609,18.1501,87.0,20.0,15.0431,1.6348,20.0,11.0,0.308
16,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1095.0,4204.1,48.75,28.9449,0.7312,10.8587,6.0286,0.8594,78.4483,15925.0,27.9219,185.0,41.0,144.0,17.67,3587.0,1.6574,22.0,14.0,8.0,158.75,46.8195,0.9101,16.8135,12.0334,0.7159,55.9749,25.1699,185.0,23.0,14.8179,2.4433,22.0,11.0,45.4631,14.8085,93.0,23.0,13.4839,1.3748,17.0,11.0,0.3184
17,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1167.2,4206.7,45.5,27.3212,0.766,10.6723,5.853,0.851,34.5775,6466.0,5.7537,51.0,25.0,26.0,18.9519,3544.0,1.8558,24.0,16.0,8.0,149.5,45.1939,0.9198,16.3653,11.8556,0.6972,33.7179,8.0576,53.0,18.0,15.5242,2.7351,24.0,11.0,33.3277,8.8879,53.0,18.0,13.9684,1.2465,18.0,11.0,0.3044
18,JKAH27.2e_MPOA_1_Scan1.qptiff - resolution #1_Region 5.ome.tif,PathCellObject,,Medial preoptic area,Polygon,1078.5,4207.4,43.5,26.0094,0.808,9.5078,6.0874,0.8031,34.2363,6231.0,5.5219,45.0,25.0,20.0,33.3791,6075.0,6.0854,47.0,21.0,26.0,137.5,43.3218,0.9207,15.4576,11.019,0.7019,32.7401,9.2534,67.0,18.0,24.0993,8.8675,47.0,12.0,32.0081,10.5413,67.0,18.0,19.5591,6.0188,36.0,12.0,0.3225
