,BrainRegion,Class,Num_cells,id,channel
2774,Hippocampal formation,negative,0,BRAC5603.3e,cfos
2775,Hippocampal formation,positive,336,BRAC5603.3e,cfos
2776,Hippocampo-amygdalar transition area,negative,0,BRAC5603.3e,cfos
2777,Hippocampo-amygdalar transition area,positive,183,BRAC5603.3e,cfos
2778,Hypothalamus,negative,116,BRAC5603.3e,cfos
2779,Hypothalamus,positive,9026,BRAC5603.3e,cfos
2780,Induseum griseum,negative,2,BRAC5603.3e,cfos
2781,Induseum griseum,positive,148,BRAC5603.3e,cfos
2782,Interanterodorsal nucleus of the thalamus,negative,0,BRAC5603.3e,cfos
2783,Interanterodorsal nucleus of the thalamus,positive,850,BRAC5603.3e,cfos
2784,Interanteromedial nucleus of the thalamus,negative,0,BRAC5603.3e,cfos
2785,Interanteromedial nucleus of the thalamus,positive,274,BRAC5603.3e,cfos
2786,Intercalated amygdalar nucleus,negative,1,BRAC5603.3e,cfos
2787,Intercalated amygdalar nucleus,positive,658,BRAC5603.3e,cfos
2788,Interfascicular nucleus raphe,negative,1,BRAC5603.3e,cfos
2789,Interfascicular nucleus raphe,positive,123,BRAC5603.3e,cfos
2790,Intergeniculate leaflet of the lateral geniculate complex,negative,2,BRAC5603.3e,cfos
2791,Intergeniculate leaflet of the lateral geniculate complex,positive,354,BRAC5603.3e,cfos
2792,Intermediate geniculate nucleus,negative,0,BRAC5603.3e,cfos
2793,Intermediate geniculate nucleus,positive,45,BRAC5603.3e,cfos
2794,Intermediodorsal nucleus of the thalamus,negative,1,BRAC5603.3e,cfos
2795,Intermediodorsal nucleus of the thalamus,positive,765,BRAC5603.3e,cfos
2796,"Interpeduncular nucleus, rostral",negative,0,BRAC5603.3e,cfos
2797,"Interpeduncular nucleus, rostral",positive,61,BRAC5603.3e,cfos
2798,"Interpeduncular nucleus, rostrolateral",negative,0,BRAC5603.3e,cfos
2799,"Interpeduncular nucleus, rostrolateral",positive,52,BRAC5603.3e,cfos
2800,Interstitial nucleus of Cajal,negative,0,BRAC5603.3e,cfos
2801,Interstitial nucleus of Cajal,positive,59,BRAC5603.3e,cfos
2802,Lateral amygdalar nucleus,negative,28,BRAC5603.3e,cfos
2803,Lateral amygdalar nucleus,positive,1038,BRAC5603.3e,cfos
2804,Lateral dorsal nucleus of thalamus,negative,1,BRAC5603.3e,cfos
2805,Lateral dorsal nucleus of thalamus,positive,1537,BRAC5603.3e,cfos
2806,Lateral habenula,negative,0,BRAC5603.3e,cfos
2807,Lateral habenula,positive,1636,BRAC5603.3e,cfos
2808,Lateral hypothalamic area,negative,38,BRAC5603.3e,cfos
2809,Lateral hypothalamic area,positive,5732,BRAC5603.3e,cfos
2810,Lateral mammillary nucleus,negative,5,BRAC5603.3e,cfos
2811,Lateral mammillary nucleus,positive,154,BRAC5603.3e,cfos
2812,Lateral posterior nucleus of the thalamus,negative,4,BRAC5603.3e,cfos
2813,Lateral posterior nucleus of the thalamus,positive,1783,BRAC5603.3e,cfos
2814,Lateral preoptic area,negative,7,BRAC5603.3e,cfos
2815,Lateral preoptic area,positive,814,BRAC5603.3e,cfos
2816,"Lateral septal nucleus, caudal (caudodorsal) part",negative,9,BRAC5603.3e,cfos
2817,"Lateral septal nucleus, caudal (caudodorsal) part",positive,182,BRAC5603.3e,cfos
2818,"Lateral septal nucleus, rostral (rostroventral) part",negative,57,BRAC5603.3e,cfos
2819,"Lateral septal nucleus, rostral (rostroventral) part",positive,4589,BRAC5603.3e,cfos
2820,"Lateral septal nucleus, ventral part",negative,10,BRAC5603.3e,cfos
2821,"Lateral septal nucleus, ventral part",positive,2920,BRAC5603.3e,cfos
2822,Lateral terminal nucleus of the accessory optic tract,negative,0,BRAC5603.3e,cfos
2823,Lateral terminal nucleus of the accessory optic tract,positive,27,BRAC5603.3e,cfos
2824,Magnocellular nucleus,negative,2,BRAC5603.3e,cfos
2825,Magnocellular nucleus,positive,545,BRAC5603.3e,cfos
2826,Medial accesory oculomotor nucleus,negative,0,BRAC5603.3e,cfos
2827,Medial accesory oculomotor nucleus,positive,12,BRAC5603.3e,cfos
2828,Medial amygdalar nucleus,negative,100,BRAC5603.3e,cfos
2829,Medial amygdalar nucleus,positive,8831,BRAC5603.3e,cfos
2830,"Medial geniculate complex, dorsal part",negative,1,BRAC5603.3e,cfos
2831,"Medial geniculate complex, dorsal part",positive,81,BRAC5603.3e,cfos
2832,"Medial geniculate complex, medial part",negative,0,BRAC5603.3e,cfos
2833,"Medial geniculate complex, medial part",positive,497,BRAC5603.3e,cfos
2834,"Medial geniculate complex, ventral part",negative,2,BRAC5603.3e,cfos
2835,"Medial geniculate complex, ventral part",positive,206,BRAC5603.3e,cfos
2836,Medial habenula,negative,1,BRAC5603.3e,cfos
2837,Medial habenula,positive,659,BRAC5603.3e,cfos
2838,"Medial mammillary nucleus, dorsal part",negative,1,BRAC5603.3e,cfos
2839,"Medial mammillary nucleus, dorsal part",positive,105,BRAC5603.3e,cfos
2840,"Medial mammillary nucleus, lateral part",negative,6,BRAC5603.3e,cfos
2841,"Medial mammillary nucleus, lateral part",positive,447,BRAC5603.3e,cfos
2842,"Medial mammillary nucleus, medial part",negative,1,BRAC5603.3e,cfos
2843,"Medial mammillary nucleus, medial part",positive,355,BRAC5603.3e,cfos
2844,"Medial mammillary nucleus, median part",negative,1,BRAC5603.3e,cfos
2845,"Medial mammillary nucleus, median part",positive,173,BRAC5603.3e,cfos
2846,"Medial mammillary nucleus, posterior part",negative,0,BRAC5603.3e,cfos
2847,"Medial mammillary nucleus, posterior part",positive,30,BRAC5603.3e,cfos
2848,Medial preoptic area,negative,9,BRAC5603.3e,cfos
2849,Medial preoptic area,positive,1377,BRAC5603.3e,cfos
2850,Medial preoptic nucleus,negative,12,BRAC5603.3e,cfos
2851,Medial preoptic nucleus,positive,1486,BRAC5603.3e,cfos
2852,Medial pretectal area,negative,0,BRAC5603.3e,cfos
2853,Medial pretectal area,positive,390,BRAC5603.3e,cfos
2854,Medial septal nucleus,negative,1,BRAC5603.3e,cfos
2855,Medial septal nucleus,positive,1226,BRAC5603.3e,cfos
2856,Medial terminal nucleus of the accessory optic tract,negative,0,BRAC5603.3e,cfos
2857,Medial terminal nucleus of the accessory optic tract,positive,33,BRAC5603.3e,cfos
2858,Median eminence,negative,1,BRAC5603.3e,cfos
2859,Median eminence,positive,54,BRAC5603.3e,cfos
2860,Median preoptic nucleus,negative,0,BRAC5603.3e,cfos
2861,Median preoptic nucleus,positive,46,BRAC5603.3e,cfos
2862,Mediodorsal nucleus of thalamus,negative,2,BRAC5603.3e,cfos
2863,Mediodorsal nucleus of thalamus,positive,3826,BRAC5603.3e,cfos
2864,Midbrain,negative,19,BRAC5603.3e,cfos
2865,Midbrain,positive,7418,BRAC5603.3e,cfos
2866,Midbrain reticular nucleus,negative,0,BRAC5603.3e,cfos
2867,Midbrain reticular nucleus,positive,1936,BRAC5603.3e,cfos
2868,Nucleus accumbens,negative,23,BRAC5603.3e,cfos
2869,Nucleus accumbens,positive,10304,BRAC5603.3e,cfos
2870,Nucleus of Darkschewitsch,negative,0,BRAC5603.3e,cfos
2871,Nucleus of Darkschewitsch,positive,80,BRAC5603.3e,cfos
2872,Nucleus of reuniens,negative,2,BRAC5603.3e,cfos
2873,Nucleus of reuniens,positive,2085,BRAC5603.3e,cfos
2874,"Nucleus of the lateral olfactory tract, layer 3",negative,0,BRAC5603.3e,cfos
2875,"Nucleus of the lateral olfactory tract, layer 3",positive,279,BRAC5603.3e,cfos
2876,"Nucleus of the lateral olfactory tract, molecular layer",negative,3,BRAC5603.3e,cfos
2877,"Nucleus of the lateral olfactory tract, molecular layer",positive,439,BRAC5603.3e,cfos
2878,"Nucleus of the lateral olfactory tract, pyramidal layer",negative,0,BRAC5603.3e,cfos
2879,"Nucleus of the lateral olfactory tract, pyramidal layer",positive,919,BRAC5603.3e,cfos
2880,Nucleus of the optic tract,negative,0,BRAC5603.3e,cfos
2881,Nucleus of the optic tract,positive,731,BRAC5603.3e,cfos
2882,Nucleus of the posterior commissure,negative,0,BRAC5603.3e,cfos
2883,Nucleus of the posterior commissure,positive,1942,BRAC5603.3e,cfos
2884,Olfactory areas,negative,15,BRAC5603.3e,cfos
2885,Olfactory areas,positive,1344,BRAC5603.3e,cfos
2886,Olfactory tubercle,negative,12,BRAC5603.3e,cfos
2887,Olfactory tubercle,positive,7420,BRAC5603.3e,cfos
2888,Olivary pretectal nucleus,negative,0,BRAC5603.3e,cfos
2889,Olivary pretectal nucleus,positive,296,BRAC5603.3e,cfos
2890,Pallidum,negative,16,BRAC5603.3e,cfos
2891,Pallidum,positive,1582,BRAC5603.3e,cfos
2892,Paracentral nucleus,negative,1,BRAC5603.3e,cfos
2893,Paracentral nucleus,positive,203,BRAC5603.3e,cfos
2894,Parafascicular nucleus,negative,0,BRAC5603.3e,cfos
2895,Parafascicular nucleus,positive,1013,BRAC5603.3e,cfos
2896,Parastrial nucleus,negative,0,BRAC5603.3e,cfos
2897,Parastrial nucleus,positive,303,BRAC5603.3e,cfos
2898,Parasubthalamic nucleus,negative,2,BRAC5603.3e,cfos
2899,Parasubthalamic nucleus,positive,597,BRAC5603.3e,cfos
2900,Parataenial nucleus,negative,0,BRAC5603.3e,cfos
2901,Parataenial nucleus,positive,1479,BRAC5603.3e,cfos
2902,Paraventricular hypothalamic nucleus,negative,12,BRAC5603.3e,cfos
2903,Paraventricular hypothalamic nucleus,positive,1780,BRAC5603.3e,cfos
2904,"Paraventricular hypothalamic nucleus, descending division",negative,1,BRAC5603.3e,cfos
2905,"Paraventricular hypothalamic nucleus, descending division",positive,596,BRAC5603.3e,cfos
2906,Paraventricular nucleus of the thalamus,negative,9,BRAC5603.3e,cfos
2907,Paraventricular nucleus of the thalamus,positive,3862,BRAC5603.3e,cfos
2908,Periaqueductal gray,negative,1,BRAC5603.3e,cfos
2909,Periaqueductal gray,positive,1753,BRAC5603.3e,cfos
2910,Perifornical nucleus,negative,1,BRAC5603.3e,cfos
2911,Perifornical nucleus,positive,722,BRAC5603.3e,cfos
2912,Peripeduncular nucleus,negative,0,BRAC5603.3e,cfos
2913,Peripeduncular nucleus,positive,11,BRAC5603.3e,cfos
2914,Perireunensis nucleus,negative,1,BRAC5603.3e,cfos
2915,Perireunensis nucleus,positive,562,BRAC5603.3e,cfos
2916,"Perirhinal area, layer 1",negative,4,BRAC5603.3e,cfos
2917,"Perirhinal area, layer 1",positive,323,BRAC5603.3e,cfos
2918,"Perirhinal area, layer 2/3",negative,2,BRAC5603.3e,cfos
2919,"Perirhinal area, layer 2/3",positive,843,BRAC5603.3e,cfos
2920,"Perirhinal area, layer 5",negative,1,BRAC5603.3e,cfos
2921,"Perirhinal area, layer 5",positive,271,BRAC5603.3e,cfos
2922,"Perirhinal area, layer 6a",negative,0,BRAC5603.3e,cfos
2923,"Perirhinal area, layer 6a",positive,21,BRAC5603.3e,cfos
2924,"Perirhinal area, layer 6b",negative,0,BRAC5603.3e,cfos
2925,"Perirhinal area, layer 6b",positive,2,BRAC5603.3e,cfos
2926,"Periventricular hypothalamic nucleus, anterior part",negative,0,BRAC5603.3e,cfos
2927,"Periventricular hypothalamic nucleus, anterior part",positive,436,BRAC5603.3e,cfos
2928,"Periventricular hypothalamic nucleus, intermediate part",negative,29,BRAC5603.3e,cfos
2929,"Periventricular hypothalamic nucleus, intermediate part",positive,580,BRAC5603.3e,cfos
2930,"Periventricular hypothalamic nucleus, posterior part",negative,23,BRAC5603.3e,cfos
2931,"Periventricular hypothalamic nucleus, posterior part",positive,207,BRAC5603.3e,cfos
2932,"Periventricular hypothalamic nucleus, preoptic part",negative,13,BRAC5603.3e,cfos
2933,"Periventricular hypothalamic nucleus, preoptic part",positive,313,BRAC5603.3e,cfos
2934,Piriform area,negative,160,BRAC5603.3e,cfos
2935,Piriform area,positive,27899,BRAC5603.3e,cfos
2936,Piriform-amygdalar area,negative,56,BRAC5603.3e,cfos
2937,Piriform-amygdalar area,positive,3229,BRAC5603.3e,cfos
2938,Posterior amygdalar nucleus,negative,7,BRAC5603.3e,cfos
2939,Posterior amygdalar nucleus,positive,2330,BRAC5603.3e,cfos
2940,"Posterior auditory area, layer 1",negative,0,BRAC5603.3e,cfos
2941,"Posterior auditory area, layer 1",positive,106,BRAC5603.3e,cfos
2942,"Posterior auditory area, layer 2/3",negative,0,BRAC5603.3e,cfos
2943,"Posterior auditory area, layer 2/3",positive,447,BRAC5603.3e,cfos
2944,"Posterior auditory area, layer 4",negative,0,BRAC5603.3e,cfos
2945,"Posterior auditory area, layer 4",positive,255,BRAC5603.3e,cfos
2946,"Posterior auditory area, layer 5",negative,0,BRAC5603.3e,cfos
2947,"Posterior auditory area, layer 5",positive,470,BRAC5603.3e,cfos
2948,"Posterior auditory area, layer 6a",negative,0,BRAC5603.3e,cfos
2949,"Posterior auditory area, layer 6a",positive,170,BRAC5603.3e,cfos
2950,"Posterior auditory area, layer 6b",negative,0,BRAC5603.3e,cfos
2951,"Posterior auditory area, layer 6b",positive,47,BRAC5603.3e,cfos
2952,Posterior complex of the thalamus,negative,2,BRAC5603.3e,cfos
2953,Posterior complex of the thalamus,positive,1652,BRAC5603.3e,cfos
2954,Posterior hypothalamic nucleus,negative,12,BRAC5603.3e,cfos
2955,Posterior hypothalamic nucleus,positive,3415,BRAC5603.3e,cfos
2956,Posterior intralaminar thalamic nucleus,negative,2,BRAC5603.3e,cfos
2957,Posterior intralaminar thalamic nucleus,positive,80,BRAC5603.3e,cfos
2958,Posterior limiting nucleus of the thalamus,negative,1,BRAC5603.3e,cfos
2959,Posterior limiting nucleus of the thalamus,positive,402,BRAC5603.3e,cfos
2960,Posterior pretectal nucleus,negative,0,BRAC5603.3e,cfos
2961,Posterior pretectal nucleus,positive,1110,BRAC5603.3e,cfos
2962,Posterior triangular thalamic nucleus,negative,1,BRAC5603.3e,cfos
2963,Posterior triangular thalamic nucleus,positive,706,BRAC5603.3e,cfos
2964,Posterodorsal preoptic nucleus,negative,0,BRAC5603.3e,cfos
2965,Posterodorsal preoptic nucleus,positive,68,BRAC5603.3e,cfos
2966,Postpiriform transition area,negative,12,BRAC5603.3e,cfos
2967,Postpiriform transition area,positive,669,BRAC5603.3e,cfos
2968,Precommissural nucleus,negative,1,BRAC5603.3e,cfos
2969,Precommissural nucleus,positive,447,BRAC5603.3e,cfos
2970,Preparasubthalamic nucleus,negative,0,BRAC5603.3e,cfos
2971,Preparasubthalamic nucleus,positive,38,BRAC5603.3e,cfos
2972,"Primary auditory area, layer 1",negative,3,BRAC5603.3e,cfos
2973,"Primary auditory area, layer 1",positive,670,BRAC5603.3e,cfos
2974,"Primary auditory area, layer 2/3",negative,0,BRAC5603.3e,cfos
2975,"Primary auditory area, layer 2/3",positive,2502,BRAC5603.3e,cfos
2976,"Primary auditory area, layer 4",negative,0,BRAC5603.3e,cfos
2977,"Primary auditory area, layer 4",positive,1578,BRAC5603.3e,cfos
2978,"Primary auditory area, layer 5",negative,0,BRAC5603.3e,cfos
2979,"Primary auditory area, layer 5",positive,2690,BRAC5603.3e,cfos
2980,"Primary auditory area, layer 6a",negative,0,BRAC5603.3e,cfos
2981,"Primary auditory area, layer 6a",positive,969,BRAC5603.3e,cfos
2982,"Primary auditory area, layer 6b",negative,0,BRAC5603.3e,cfos
2983,"Primary auditory area, layer 6b",positive,93,BRAC5603.3e,cfos
2984,"Primary motor area, Layer 1",negative,13,BRAC5603.3e,cfos
2985,"Primary motor area, Layer 1",positive,1099,BRAC5603.3e,cfos
2986,"Primary motor area, Layer 2/3",negative,9,BRAC5603.3e,cfos
2987,"Primary motor area, Layer 2/3",positive,9343,BRAC5603.3e,cfos
2988,"Primary motor area, Layer 5",negative,33,BRAC5603.3e,cfos
2989,"Primary motor area, Layer 5",positive,6116,BRAC5603.3e,cfos
2990,"Primary motor area, Layer 6a",negative,55,BRAC5603.3e,cfos
2991,"Primary motor area, Layer 6a",positive,4229,BRAC5603.3e,cfos
2992,"Primary motor area, Layer 6b",negative,7,BRAC5603.3e,cfos
2993,"Primary motor area, Layer 6b",positive,170,BRAC5603.3e,cfos
2994,"Primary somatosensory area, barrel field, layer 1",negative,13,BRAC5603.3e,cfos
2995,"Primary somatosensory area, barrel field, layer 1",positive,2443,BRAC5603.3e,cfos
2996,"Primary somatosensory area, barrel field, layer 2/3",negative,3,BRAC5603.3e,cfos
2997,"Primary somatosensory area, barrel field, layer 2/3",positive,9958,BRAC5603.3e,cfos
2998,"Primary somatosensory area, barrel field, layer 4",negative,3,BRAC5603.3e,cfos
2999,"Primary somatosensory area, barrel field, layer 4",positive,9521,BRAC5603.3e,cfos
3000,"Primary somatosensory area, barrel field, layer 5",negative,11,BRAC5603.3e,cfos
3001,"Primary somatosensory area, barrel field, layer 5",positive,6093,BRAC5603.3e,cfos
3002,"Primary somatosensory area, barrel field, layer 6a",negative,16,BRAC5603.3e,cfos
3003,"Primary somatosensory area, barrel field, layer 6a",positive,5060,BRAC5603.3e,cfos
3004,"Primary somatosensory area, barrel field, layer 6b",negative,0,BRAC5603.3e,cfos
3005,"Primary somatosensory area, barrel field, layer 6b",positive,177,BRAC5603.3e,cfos
3006,"Primary somatosensory area, lower limb, layer 1",negative,0,BRAC5603.3e,cfos
3007,"Primary somatosensory area, lower limb, layer 1",positive,608,BRAC5603.3e,cfos
3008,"Primary somatosensory area, lower limb, layer 2/3",negative,2,BRAC5603.3e,cfos
3009,"Primary somatosensory area, lower limb, layer 2/3",positive,3586,BRAC5603.3e,cfos
3010,"Primary somatosensory area, lower limb, layer 4",negative,0,BRAC5603.3e,cfos
3011,"Primary somatosensory area, lower limb, layer 4",positive,1344,BRAC5603.3e,cfos
3012,"Primary somatosensory area, lower limb, layer 5",negative,2,BRAC5603.3e,cfos
3013,"Primary somatosensory area, lower limb, layer 5",positive,2392,BRAC5603.3e,cfos
3014,"Primary somatosensory area, lower limb, layer 6a",negative,6,BRAC5603.3e,cfos
3015,"Primary somatosensory area, lower limb, layer 6a",positive,1375,BRAC5603.3e,cfos
3016,"Primary somatosensory area, lower limb, layer 6b",negative,0,BRAC5603.3e,cfos
3017,"Primary somatosensory area, lower limb, layer 6b",positive,37,BRAC5603.3e,cfos
3018,"Primary somatosensory area, mouth, layer 1",negative,13,BRAC5603.3e,cfos
3019,"Primary somatosensory area, mouth, layer 1",positive,680,BRAC5603.3e,cfos
3020,"Primary somatosensory area, mouth, layer 2/3",negative,11,BRAC5603.3e,cfos
3021,"Primary somatosensory area, mouth, layer 2/3",positive,3169,BRAC5603.3e,cfos
3022,"Primary somatosensory area, mouth, layer 4",negative,2,BRAC5603.3e,cfos
3023,"Primary somatosensory area, mouth, layer 4",positive,2382,BRAC5603.3e,cfos
3024,"Primary somatosensory area, mouth, layer 5",negative,2,BRAC5603.3e,cfos
3025,"Primary somatosensory area, mouth, layer 5",positive,1799,BRAC5603.3e,cfos
3026,"Primary somatosensory area, mouth, layer 6a",negative,29,BRAC5603.3e,cfos
3027,"Primary somatosensory area, mouth, layer 6a",positive,2876,BRAC5603.3e,cfos
3028,"Primary somatosensory area, mouth, layer 6b",negative,1,BRAC5603.3e,cfos
3029,"Primary somatosensory area, mouth, layer 6b",positive,61,BRAC5603.3e,cfos
3030,"Primary somatosensory area, nose, layer 1",negative,4,BRAC5603.3e,cfos
3031,"Primary somatosensory area, nose, layer 1",positive,493,BRAC5603.3e,cfos
3032,"Primary somatosensory area, nose, layer 2/3",negative,1,BRAC5603.3e,cfos
3033,"Primary somatosensory area, nose, layer 2/3",positive,1935,BRAC5603.3e,cfos
3034,"Primary somatosensory area, nose, layer 4",negative,2,BRAC5603.3e,cfos
3035,"Primary somatosensory area, nose, layer 4",positive,4025,BRAC5603.3e,cfos
3036,"Primary somatosensory area, nose, layer 5",negative,4,BRAC5603.3e,cfos
3037,"Primary somatosensory area, nose, layer 5",positive,2371,BRAC5603.3e,cfos
3038,"Primary somatosensory area, nose, layer 6a",negative,1,BRAC5603.3e,cfos
3039,"Primary somatosensory area, nose, layer 6a",positive,4134,BRAC5603.3e,cfos
3040,"Primary somatosensory area, nose, layer 6b",negative,1,BRAC5603.3e,cfos
3041,"Primary somatosensory area, nose, layer 6b",positive,160,BRAC5603.3e,cfos
3042,"Primary somatosensory area, trunk, layer 1",negative,1,BRAC5603.3e,cfos
3043,"Primary somatosensory area, trunk, layer 1",positive,362,BRAC5603.3e,cfos
3044,"Primary somatosensory area, trunk, layer 2/3",negative,1,BRAC5603.3e,cfos
3045,"Primary somatosensory area, trunk, layer 2/3",positive,1316,BRAC5603.3e,cfos
3046,"Primary somatosensory area, trunk, layer 4",negative,0,BRAC5603.3e,cfos
3047,"Primary somatosensory area, trunk, layer 4",positive,413,BRAC5603.3e,cfos
3048,"Primary somatosensory area, trunk, layer 5",negative,2,BRAC5603.3e,cfos
3049,"Primary somatosensory area, trunk, layer 5",positive,835,BRAC5603.3e,cfos
3050,"Primary somatosensory area, trunk, layer 6a",negative,5,BRAC5603.3e,cfos
3051,"Primary somatosensory area, trunk, layer 6a",positive,341,BRAC5603.3e,cfos
3052,"Primary somatosensory area, trunk, layer 6b",negative,0,BRAC5603.3e,cfos
3053,"Primary somatosensory area, trunk, layer 6b",positive,8,BRAC5603.3e,cfos
